experiment,model,year,region,pr
SSP2-4.5,noresm2_mm,2072,Gomel,241.6031587341939
SSP2-4.5,noresm2_mm,2072,Grodno,270.31321762897943
SSP2-4.5,noresm2_mm,2072,Minsk,280.49872593682863
SSP2-4.5,noresm2_mm,2072,Mogilev,253.79690182323176
SSP2-4.5,noresm2_mm,2072,Vitebsk,301.61113220851524
SSP2-4.5,noresm2_mm,2073,Brest,332.56878349572554
SSP2-4.5,noresm2_mm,2073,Gomel,302.6654758168593
SSP2-4.5,noresm2_mm,2073,Grodno,344.6498604092325
SSP2-4.5,noresm2_mm,2073,Minsk,318.8683222980204
SSP2-4.5,noresm2_mm,2073,Mogilev,300.8614395708931
SSP2-4.5,noresm2_mm,2073,Vitebsk,322.5952086733696
SSP2-4.5,noresm2_mm,2074,Brest,252.30916546304647
SSP2-4.5,noresm2_mm,2074,Gomel,251.9714232539337
SSP2-4.5,noresm2_mm,2074,Grodno,285.09146699298066
SSP2-4.5,noresm2_mm,2074,Minsk,291.5986964074613
SSP2-4.5,noresm2_mm,2074,Mogilev,245.75855492713464
SSP2-4.5,noresm2_mm,2074,Vitebsk,281.56038300271484
SSP2-4.5,noresm2_mm,2075,Brest,323.2325289390655
SSP2-4.5,noresm2_mm,2075,Gomel,316.55890733925685
SSP2-4.5,noresm2_mm,2075,Grodno,314.2685494206995
SSP2-4.5,noresm2_mm,2075,Minsk,302.64985274078555
SSP2-4.5,noresm2_mm,2075,Mogilev,311.3623476094557
SSP2-4.5,noresm2_mm,2075,Vitebsk,290.12012757598114
SSP2-4.5,noresm2_mm,2076,Brest,366.6761302137464
SSP2-4.5,noresm2_mm,2076,Gomel,361.4809185227686
SSP2-4.5,noresm2_mm,2076,Grodno,393.64618877033075
SSP2-4.5,noresm2_mm,2076,Minsk,390.47251719621414
SSP2-4.5,noresm2_mm,2076,Mogilev,388.830390923972
SSP2-4.5,noresm2_mm,2076,Vitebsk,396.3151774393423
SSP2-4.5,noresm2_mm,2077,Brest,253.89810706065634
SSP2-4.5,noresm2_mm,2077,Gomel,220.22066532583804
SSP2-4.5,noresm2_mm,2077,Grodno,275.2510023558182
SSP2-4.5,noresm2_mm,2077,Minsk,268.03280723315044
SSP2-4.5,noresm2_mm,2077,Mogilev,250.54564601003682
SSP2-4.5,noresm2_mm,2077,Vitebsk,289.9166978014558
SSP2-4.5,noresm2_mm,2078,Brest,307.3693214627785
SSP2-4.5,noresm2_mm,2078,Gomel,315.1053526811169
SSP2-4.5,noresm2_mm,2078,Grodno,321.9627659689282
SSP2-4.5,noresm2_mm,2078,Minsk,325.030887898846
SSP2-4.5,noresm2_mm,2078,Mogilev,343.24069992341686
SSP2-4.5,noresm2_mm,2078,Vitebsk,328.6999623764167
SSP2-4.5,noresm2_mm,2079,Brest,325.0575993387989
SSP2-4.5,noresm2_mm,2079,Gomel,302.7481777776824
SSP2-4.5,noresm2_mm,2079,Grodno,321.8691053974041
SSP2-4.5,noresm2_mm,2079,Minsk,323.2234439509965
SSP2-4.5,noresm2_mm,2079,Mogilev,314.3999118210491
SSP2-4.5,noresm2_mm,2079,Vitebsk,320.6800934245465
SSP2-4.5,noresm2_mm,2080,Brest,266.12183533146316
SSP2-4.5,noresm2_mm,2080,Gomel,272.55004404710826
SSP2-4.5,noresm2_mm,2080,Grodno,260.0172099706311
SSP2-4.5,noresm2_mm,2080,Minsk,244.67721398869838
SSP2-4.5,noresm2_mm,2080,Mogilev,249.238655016647
SSP2-4.5,noresm2_mm,2080,Vitebsk,229.23445103551268
SSP2-4.5,noresm2_mm,2081,Brest,193.0815818736471
SSP2-4.5,noresm2_mm,2081,Gomel,191.26559600117147
SSP2-4.5,noresm2_mm,2081,Grodno,213.37405930816044
SSP2-4.5,noresm2_mm,2081,Minsk,199.73713445524217
SSP2-4.5,noresm2_mm,2081,Mogilev,202.2781113325487
SSP2-4.5,noresm2_mm,2081,Vitebsk,225.8111399613465
SSP2-4.5,noresm2_mm,2082,Brest,271.5837575968369
SSP2-4.5,noresm2_mm,2082,Gomel,272.1596194863467
SSP2-4.5,noresm2_mm,2082,Grodno,256.5178587388971
SSP2-4.5,noresm2_mm,2082,Minsk,256.9664483265299
SSP2-4.5,noresm2_mm,2082,Mogilev,270.44445551808025
SSP2-4.5,noresm2_mm,2082,Vitebsk,276.70402445694094
SSP2-4.5,noresm2_mm,2083,Brest,283.67870640872945
SSP2-4.5,noresm2_mm,2083,Gomel,272.1986242948804
SSP2-4.5,noresm2_mm,2083,Grodno,271.88704646937583
SSP2-4.5,noresm2_mm,2083,Minsk,288.3327156258094
SSP2-4.5,noresm2_mm,2083,Mogilev,278.7941500632677
SSP2-4.5,noresm2_mm,2083,Vitebsk,276.3682953645865
SSP2-4.5,noresm2_mm,2084,Brest,264.1536624774966
SSP2-4.5,noresm2_mm,2084,Gomel,252.3570446904754
SSP2-4.5,noresm2_mm,2084,Grodno,279.7775227693652
SSP2-4.5,noresm2_mm,2084,Minsk,281.7696169968577
SSP2-4.5,noresm2_mm,2084,Mogilev,273.9607436413012
SSP2-4.5,noresm2_mm,2084,Vitebsk,282.61637112649
SSP2-4.5,noresm2_mm,2085,Brest,237.63307581694647
SSP2-4.5,noresm2_mm,2085,Gomel,192.81521609212123
SSP2-4.5,noresm2_mm,2085,Grodno,237.21770180182705
SSP2-4.5,noresm2_mm,2085,Minsk,213.70058301755802
SSP2-4.5,noresm2_mm,2085,Mogilev,184.98230927353742
SSP2-4.5,noresm2_mm,2085,Vitebsk,215.14693865527323
SSP2-4.5,noresm2_mm,2086,Brest,307.9889418246321
SSP2-4.5,noresm2_mm,2086,Gomel,316.22974144777197
SSP2-4.5,noresm2_mm,2086,Grodno,343.4854720023497
SSP2-4.5,noresm2_mm,2086,Minsk,320.7409872266432
SSP2-4.5,noresm2_mm,2086,Mogilev,319.04846669188004
SSP2-4.5,noresm2_mm,2086,Vitebsk,345.1711074868661
SSP2-4.5,noresm2_mm,2087,Brest,257.886899669565
SSP2-4.5,noresm2_mm,2087,Gomel,238.19641447477682
SSP2-4.5,noresm2_mm,2087,Grodno,285.5435603435249
SSP2-4.5,noresm2_mm,2087,Minsk,275.25273620045135
SSP2-4.5,noresm2_mm,2087,Mogilev,261.0760407081484
SSP2-4.5,noresm2_mm,2087,Vitebsk,284.85440832584675
SSP2-4.5,noresm2_mm,2088,Brest,312.438688635749
SSP2-4.5,noresm2_mm,2088,Gomel,295.51681288334714
SSP2-4.5,noresm2_mm,2088,Grodno,333.70341708935644
SSP2-4.5,noresm2_mm,2088,Minsk,310.88297210285197
SSP2-4.5,noresm2_mm,2088,Mogilev,291.8073766587608
SSP2-4.5,noresm2_mm,2088,Vitebsk,309.4838853543132
SSP2-4.5,noresm2_mm,2089,Brest,252.67717273063062
SSP2-4.5,noresm2_mm,2089,Gomel,221.38376674766855
SSP2-4.5,noresm2_mm,2089,Grodno,290.8028057502499
SSP2-4.5,noresm2_mm,2089,Minsk,265.6161339560492
SSP2-4.5,noresm2_mm,2089,Mogilev,245.82733416197917
SSP2-4.5,noresm2_mm,2089,Vitebsk,305.9164197591614
SSP2-4.5,noresm2_mm,2090,Brest,250.06857822319273
SSP2-4.5,noresm2_mm,2090,Gomel,242.15678490250272
SSP2-4.5,noresm2_mm,2090,Grodno,266.44287832427506
SSP2-4.5,noresm2_mm,2090,Minsk,256.6736220665475
SSP2-4.5,noresm2_mm,2090,Mogilev,239.82633427198024
SSP2-4.5,noresm2_mm,2090,Vitebsk,269.0495684922339
SSP2-4.5,noresm2_mm,2091,Brest,299.99666514732104
SSP2-4.5,noresm2_mm,2091,Gomel,254.06084302832667
SSP2-4.5,noresm2_mm,2091,Grodno,333.2832054979493
SSP2-4.5,noresm2_mm,2091,Minsk,304.69903254626365
SSP2-4.5,noresm2_mm,2091,Mogilev,300.7071531510784
SSP2-4.5,noresm2_mm,2091,Vitebsk,319.5502339738989
SSP2-4.5,noresm2_mm,2092,Brest,218.27667047390992
SSP2-4.5,noresm2_mm,2092,Gomel,190.92150587401383
SSP2-4.5,noresm2_mm,2092,Grodno,233.7164929711206
SSP2-4.5,noresm2_mm,2092,Minsk,228.28189992977642
SSP2-4.5,noresm2_mm,2092,Mogilev,209.07359560168388
SSP2-4.5,noresm2_mm,2092,Vitebsk,243.03308825677257
SSP2-4.5,noresm2_mm,2093,Brest,243.39334245337363
SSP2-4.5,noresm2_mm,2093,Gomel,218.17527964953217
SSP2-4.5,noresm2_mm,2093,Grodno,262.27464646869953
SSP2-4.5,noresm2_mm,2093,Minsk,254.21125910025847
SSP2-4.5,noresm2_mm,2093,Mogilev,221.62916878550953
SSP2-4.5,noresm2_mm,2093,Vitebsk,270.08672772584964
SSP2-4.5,noresm2_mm,2094,Brest,312.9640425650402
SSP2-4.5,noresm2_mm,2094,Gomel,300.5282247288898
SSP2-4.5,noresm2_mm,2094,Grodno,318.03555935753525
SSP2-4.5,noresm2_mm,2094,Minsk,306.30194777938414
SSP2-4.5,noresm2_mm,2094,Mogilev,295.85472410509135
SSP2-4.5,noresm2_mm,2094,Vitebsk,329.8088891129187
SSP2-4.5,noresm2_mm,2095,Brest,251.35436128112295
SSP2-4.5,noresm2_mm,2095,Gomel,265.593880690991
SSP2-4.5,noresm2_mm,2095,Grodno,269.2286722077595
SSP2-4.5,noresm2_mm,2095,Minsk,261.74164242871865
SSP2-4.5,noresm2_mm,2095,Mogilev,267.4095590199902
SSP2-4.5,noresm2_mm,2095,Vitebsk,264.2411449004026
SSP2-4.5,noresm2_mm,2096,Brest,280.5182285321413
SSP2-4.5,noresm2_mm,2096,Gomel,259.4184991718775
SSP2-4.5,noresm2_mm,2096,Grodno,275.8790586930519
SSP2-4.5,noresm2_mm,2096,Minsk,298.31052641794093
SSP2-4.5,noresm2_mm,2096,Mogilev,286.41235892408275
SSP2-4.5,noresm2_mm,2096,Vitebsk,324.8436926085497
SSP2-4.5,noresm2_mm,2097,Brest,265.0988443858258
SSP2-4.5,noresm2_mm,2097,Gomel,248.84777938981128
SSP2-4.5,noresm2_mm,2097,Grodno,280.63392111200056
SSP2-4.5,noresm2_mm,2097,Minsk,267.8084038887464
SSP2-4.5,noresm2_mm,2097,Mogilev,284.50663732445827
SSP2-4.5,noresm2_mm,2097,Vitebsk,290.71706838239044
SSP2-4.5,noresm2_mm,2098,Brest,299.0062786829128
SSP2-4.5,noresm2_mm,2098,Gomel,298.4800493333727
SSP2-4.5,noresm2_mm,2098,Grodno,319.34077518786256
SSP2-4.5,noresm2_mm,2098,Minsk,319.4566160491804
SSP2-4.5,noresm2_mm,2098,Mogilev,314.70654941923243
SSP2-4.5,noresm2_mm,2098,Vitebsk,343.30416213723487
SSP2-4.5,taiesm1,2015,Brest,269.3201150751399
SSP2-4.5,taiesm1,2015,Gomel,290.8967546187353
SSP2-4.5,taiesm1,2015,Grodno,285.6566479858464
SSP2-4.5,taiesm1,2015,Minsk,292.08224786218983
SSP2-4.5,taiesm1,2015,Mogilev,317.6000447488274
SSP2-4.5,taiesm1,2015,Vitebsk,332.4798058207886
SSP2-4.5,taiesm1,2016,Brest,305.1051876205165
SSP2-4.5,taiesm1,2016,Gomel,288.20357484293396
SSP2-4.5,taiesm1,2016,Grodno,311.61624257947966
SSP2-4.5,taiesm1,2016,Minsk,336.3173522074603
SSP2-4.5,taiesm1,2016,Mogilev,305.25747883687956
SSP2-4.5,taiesm1,2016,Vitebsk,338.6725400623459
SSP2-4.5,taiesm1,2017,Brest,224.949337907952
SSP2-4.5,taiesm1,2017,Gomel,282.9238169637244
SSP2-4.5,taiesm1,2017,Grodno,283.9800430323392
SSP2-4.5,taiesm1,2017,Minsk,304.9705608114107
SSP2-4.5,taiesm1,2017,Mogilev,335.2314531476992
SSP2-4.5,taiesm1,2017,Vitebsk,371.0164390080411
SSP2-4.5,taiesm1,2018,Brest,123.63314795105066
SSP2-4.5,taiesm1,2018,Gomel,120.61047422479479
SSP2-4.5,taiesm1,2018,Grodno,146.0249147890217
SSP2-4.5,taiesm1,2018,Minsk,124.55631878864898
SSP2-4.5,taiesm1,2018,Mogilev,138.17685498793725
SSP2-4.5,taiesm1,2018,Vitebsk,148.76949018584622
SSP2-4.5,taiesm1,2019,Brest,214.9989668217977
SSP2-4.5,taiesm1,2019,Gomel,232.3123064498498
SSP2-4.5,taiesm1,2019,Grodno,269.62229919477807
SSP2-4.5,taiesm1,2019,Minsk,274.7926131158309
SSP2-4.5,taiesm1,2019,Mogilev,281.70021815196
SSP2-4.5,taiesm1,2019,Vitebsk,317.0112007212588
SSP2-4.5,taiesm1,2020,Brest,211.6820113700026
SSP2-4.5,taiesm1,2020,Gomel,227.22161231737513
SSP2-4.5,taiesm1,2020,Grodno,194.85950380905982
SSP2-4.5,taiesm1,2020,Minsk,206.60904276766558
SSP2-4.5,taiesm1,2020,Mogilev,216.9527182727392
SSP2-4.5,taiesm1,2020,Vitebsk,202.2754125063333
SSP2-4.5,taiesm1,2021,Brest,267.73408067679213
SSP2-4.5,taiesm1,2021,Gomel,293.2719289609012
SSP2-4.5,taiesm1,2021,Grodno,292.7770065919509
SSP2-4.5,taiesm1,2021,Minsk,284.01954095872225
SSP2-4.5,taiesm1,2021,Mogilev,310.18542785617075
SSP2-4.5,taiesm1,2021,Vitebsk,293.96850902399245
SSP2-4.5,taiesm1,2022,Brest,239.56818432461614
SSP2-4.5,taiesm1,2022,Gomel,254.91048225111265
SSP2-4.5,taiesm1,2022,Grodno,276.5837188461011
SSP2-4.5,taiesm1,2022,Minsk,263.7084385382612
SSP2-4.5,taiesm1,2022,Mogilev,284.81745203897356
SSP2-4.5,taiesm1,2022,Vitebsk,297.9782964434183
SSP2-4.5,taiesm1,2023,Brest,322.8071154435434
SSP2-4.5,taiesm1,2023,Gomel,418.49639774362674
SSP2-4.5,taiesm1,2023,Grodno,325.7669847046495
SSP2-4.5,taiesm1,2023,Minsk,379.3417367033851
SSP2-4.5,taiesm1,2023,Mogilev,461.4709699756922
SSP2-4.5,taiesm1,2023,Vitebsk,399.80117890317695
SSP2-4.5,taiesm1,2024,Brest,313.9072069637246
SSP2-4.5,taiesm1,2024,Gomel,332.3338134215891
SSP2-4.5,taiesm1,2024,Grodno,361.2434507559885
SSP2-4.5,taiesm1,2024,Minsk,380.74678616680706
SSP2-4.5,taiesm1,2024,Mogilev,407.5328169094373
SSP2-4.5,taiesm1,2024,Vitebsk,421.38308424501776
SSP2-4.5,taiesm1,2025,Brest,290.93083045334225
SSP2-4.5,taiesm1,2025,Gomel,257.8720868809917
SSP2-4.5,taiesm1,2025,Grodno,351.3097723981171
SSP2-4.5,taiesm1,2025,Minsk,346.0805836092904
SSP2-4.5,taiesm1,2025,Mogilev,342.07453440665165
SSP2-4.5,taiesm1,2025,Vitebsk,393.80077550463716
SSP2-4.5,taiesm1,2026,Brest,202.74413276150355
SSP2-4.5,taiesm1,2026,Gomel,182.59334689908815
SSP2-4.5,taiesm1,2026,Grodno,256.89121272428156
SSP2-4.5,taiesm1,2026,Minsk,226.69800602370776
SSP2-4.5,taiesm1,2026,Mogilev,224.58740872203006
SSP2-4.5,taiesm1,2026,Vitebsk,273.52539258508597
SSP2-4.5,taiesm1,2027,Brest,260.11842064168695
SSP2-4.5,taiesm1,2027,Gomel,289.4276501316589
SSP2-4.5,taiesm1,2027,Grodno,285.1578101307022
SSP2-4.5,taiesm1,2027,Minsk,316.8192213700382
SSP2-4.5,taiesm1,2027,Mogilev,337.681957093795
SSP2-4.5,taiesm1,2027,Vitebsk,343.56830264648795
SSP2-4.5,taiesm1,2028,Brest,278.9417145938523
SSP2-4.5,taiesm1,2028,Gomel,292.4305174768464
SSP2-4.5,taiesm1,2028,Grodno,331.81013931082117
SSP2-4.5,taiesm1,2028,Minsk,324.1163003021805
SSP2-4.5,taiesm1,2028,Mogilev,320.93499850550586
SSP2-4.5,taiesm1,2028,Vitebsk,347.7019780212381
SSP2-4.5,taiesm1,2029,Brest,191.5327644664691
SSP2-4.5,taiesm1,2029,Gomel,239.21186005106875
SSP2-4.5,taiesm1,2029,Grodno,235.26718699511414
SSP2-4.5,taiesm1,2029,Minsk,247.0405473605924
SSP2-4.5,taiesm1,2029,Mogilev,301.9243602237897
SSP2-4.5,taiesm1,2029,Vitebsk,302.9816626733234
SSP2-4.5,taiesm1,2030,Brest,259.11068520554437
SSP2-4.5,taiesm1,2030,Gomel,271.8310534700428
SSP2-4.5,taiesm1,2030,Grodno,313.00643263199737
SSP2-4.5,taiesm1,2030,Minsk,308.5699021129375
SSP2-4.5,taiesm1,2030,Mogilev,330.67036270888883
SSP2-4.5,taiesm1,2030,Vitebsk,387.93839157895667
SSP2-4.5,taiesm1,2031,Brest,248.17582599731392
SSP2-4.5,taiesm1,2031,Gomel,246.3412576855803
SSP2-4.5,taiesm1,2031,Grodno,296.7457353381667
SSP2-4.5,taiesm1,2031,Minsk,270.2811459588296
SSP2-4.5,taiesm1,2031,Mogilev,255.0017763491904
SSP2-4.5,taiesm1,2031,Vitebsk,294.20751969860044
SSP2-4.5,taiesm1,2032,Brest,301.1610118215669
SSP2-4.5,taiesm1,2032,Gomel,282.75860426785357
SSP2-4.5,taiesm1,2032,Grodno,350.4503519744615
SSP2-4.5,taiesm1,2032,Minsk,317.71857590690075
SSP2-4.5,taiesm1,2032,Mogilev,307.3480608189778
SSP2-4.5,taiesm1,2032,Vitebsk,345.6608662525611
SSP2-4.5,taiesm1,2033,Brest,241.35374890314517
SSP2-4.5,taiesm1,2033,Gomel,225.01203786565037
SSP2-4.5,taiesm1,2033,Grodno,272.14062053680453
SSP2-4.5,taiesm1,2033,Minsk,251.23963266655278
SSP2-4.5,taiesm1,2033,Mogilev,254.28139568073823
SSP2-4.5,taiesm1,2033,Vitebsk,289.7999149984344
SSP2-4.5,taiesm1,2034,Brest,202.4019202536011
SSP2-4.5,taiesm1,2034,Gomel,191.45999570967683
SSP2-4.5,taiesm1,2034,Grodno,220.74285828178884
SSP2-4.5,taiesm1,2034,Minsk,211.67518384730144
SSP2-4.5,taiesm1,2034,Mogilev,209.0136523234501
SSP2-4.5,taiesm1,2034,Vitebsk,232.86725659384098
SSP2-4.5,taiesm1,2035,Brest,214.557659821731
SSP2-4.5,taiesm1,2035,Gomel,199.67311004795388
SSP2-4.5,taiesm1,2035,Grodno,246.81789260772064
SSP2-4.5,taiesm1,2035,Minsk,226.61488937027212
SSP2-4.5,taiesm1,2035,Mogilev,219.00482825777172
SSP2-4.5,taiesm1,2035,Vitebsk,247.84071831591794
SSP2-4.5,taiesm1,2036,Brest,213.37948406102606
SSP2-4.5,taiesm1,2036,Gomel,245.73397507071303
SSP2-4.5,taiesm1,2036,Grodno,242.24054001613803
SSP2-4.5,taiesm1,2036,Minsk,246.87713239013974
SSP2-4.5,taiesm1,2036,Mogilev,263.2918451557004
SSP2-4.5,taiesm1,2036,Vitebsk,299.55899733388895
SSP2-4.5,taiesm1,2037,Brest,258.4372261229353
SSP2-4.5,taiesm1,2037,Gomel,302.5733671756643
SSP2-4.5,taiesm1,2037,Grodno,279.1423160491298
SSP2-4.5,taiesm1,2037,Minsk,316.39507110152647
SSP2-4.5,taiesm1,2037,Mogilev,339.64206692183143
SSP2-4.5,taiesm1,2037,Vitebsk,339.7098106268565
SSP2-4.5,taiesm1,2038,Brest,321.558741206301
SSP2-4.5,taiesm1,2038,Gomel,248.22409692033176
SSP2-4.5,taiesm1,2038,Grodno,328.89886066694714
SSP2-4.5,taiesm1,2038,Minsk,328.05751119567066
SSP2-4.5,taiesm1,2038,Mogilev,294.11018133963336
SSP2-4.5,taiesm1,2038,Vitebsk,343.9323674731324
SSP2-4.5,taiesm1,2039,Brest,287.09660951303687
SSP2-4.5,taiesm1,2039,Gomel,292.1762286064797
SSP2-4.5,taiesm1,2039,Grodno,293.46945797335053
SSP2-4.5,taiesm1,2039,Minsk,320.3443165164034
SSP2-4.5,taiesm1,2039,Mogilev,322.99189146092283
SSP2-4.5,taiesm1,2039,Vitebsk,331.7390373908576
SSP2-4.5,taiesm1,2040,Brest,235.98609621774048
SSP2-4.5,taiesm1,2040,Gomel,268.79047722607373
SSP2-4.5,taiesm1,2040,Grodno,290.19104111795906
SSP2-4.5,taiesm1,2040,Minsk,288.1729235788479
SSP2-4.5,taiesm1,2040,Mogilev,290.7993878516299
SSP2-4.5,taiesm1,2040,Vitebsk,333.2696610589508
SSP2-4.5,taiesm1,2041,Brest,316.24731010698304
SSP2-4.5,taiesm1,2041,Gomel,269.51368742252345
SSP2-4.5,taiesm1,2041,Grodno,268.51202813951625
SSP2-4.5,taiesm1,2041,Minsk,273.390292280111
SSP2-4.5,taiesm1,2041,Mogilev,288.4365139363267
SSP2-4.5,taiesm1,2041,Vitebsk,251.88754279876383
SSP2-4.5,taiesm1,2042,Brest,227.0948704153586
SSP2-4.5,taiesm1,2042,Gomel,244.49658430947312
SSP2-4.5,taiesm1,2042,Grodno,289.38937877476934
SSP2-4.5,taiesm1,2042,Minsk,280.9440731362826
SSP2-4.5,taiesm1,2042,Mogilev,284.153660209156
SSP2-4.5,taiesm1,2042,Vitebsk,288.78988179256856
SSP2-4.5,taiesm1,2043,Brest,239.8512567973483
SSP2-4.5,taiesm1,2043,Gomel,251.94457481455663
SSP2-4.5,taiesm1,2043,Grodno,255.82317847696174
SSP2-4.5,taiesm1,2043,Minsk,242.16663250867785
SSP2-4.5,taiesm1,2043,Mogilev,258.48548059400974
SSP2-4.5,taiesm1,2043,Vitebsk,259.9186483810714
SSP2-4.5,taiesm1,2044,Brest,384.3426418159287
SSP2-4.5,taiesm1,2044,Gomel,346.53464093247106
SSP2-4.5,taiesm1,2044,Grodno,413.7583110459061
SSP2-4.5,taiesm1,2044,Minsk,384.30549495830337
SSP2-4.5,taiesm1,2044,Mogilev,351.09605088428015
SSP2-4.5,taiesm1,2044,Vitebsk,372.14022032555124
SSP2-4.5,taiesm1,2045,Brest,262.21928132477416
SSP2-4.5,taiesm1,2045,Gomel,285.60189780284554
SSP2-4.5,taiesm1,2045,Grodno,252.7333905250842
SSP2-4.5,taiesm1,2045,Minsk,257.2355846135066
SSP2-4.5,taiesm1,2045,Mogilev,290.50643906655125
SSP2-4.5,taiesm1,2045,Vitebsk,284.5503043899272
SSP2-4.5,taiesm1,2046,Brest,246.99137225028554
SSP2-4.5,taiesm1,2046,Gomel,277.28288715858105
SSP2-4.5,taiesm1,2046,Grodno,295.27443344576733
SSP2-4.5,taiesm1,2046,Minsk,305.38145992681757
SSP2-4.5,taiesm1,2046,Mogilev,322.5583717988177
SSP2-4.5,taiesm1,2046,Vitebsk,387.41375640514207
SSP2-4.5,taiesm1,2047,Brest,310.78877004769834
SSP2-4.5,taiesm1,2047,Gomel,301.17244789162424
SSP2-4.5,taiesm1,2047,Grodno,324.8330723736274
SSP2-4.5,taiesm1,2047,Minsk,300.78949588420767
SSP2-4.5,taiesm1,2047,Mogilev,314.7804551641028
SSP2-4.5,taiesm1,2047,Vitebsk,279.43371400359723
SSP2-4.5,taiesm1,2048,Brest,271.4024837924845
SSP2-4.5,taiesm1,2048,Gomel,250.12796339406785
SSP2-4.5,taiesm1,2048,Grodno,312.41238344637065
SSP2-4.5,taiesm1,2048,Minsk,320.27296050245167
SSP2-4.5,taiesm1,2048,Mogilev,281.6322734087327
SSP2-4.5,taiesm1,2048,Vitebsk,324.09577608916396
SSP2-4.5,taiesm1,2049,Brest,239.06972728601454
SSP2-4.5,taiesm1,2049,Gomel,247.65282209063372
SSP2-4.5,taiesm1,2049,Grodno,258.32829340498563
SSP2-4.5,taiesm1,2049,Minsk,259.0229823226634
SSP2-4.5,taiesm1,2049,Mogilev,259.54483498853955
SSP2-4.5,taiesm1,2049,Vitebsk,287.05744370354773
SSP2-4.5,taiesm1,2050,Brest,280.4426103995065
SSP2-4.5,taiesm1,2050,Gomel,330.9108971195606
SSP2-4.5,taiesm1,2050,Grodno,272.514990427577
SSP2-4.5,taiesm1,2050,Minsk,294.70315215189277
SSP2-4.5,taiesm1,2050,Mogilev,321.9881976766296
SSP2-4.5,taiesm1,2050,Vitebsk,303.458555041769
SSP2-4.5,taiesm1,2051,Brest,239.59752801814116
SSP2-4.5,taiesm1,2051,Gomel,247.6012807935545
SSP2-4.5,taiesm1,2051,Grodno,281.8841282560709
SSP2-4.5,taiesm1,2051,Minsk,274.78667666037666
SSP2-4.5,taiesm1,2051,Mogilev,277.81928274640404
SSP2-4.5,taiesm1,2051,Vitebsk,329.25189856154486
SSP2-4.5,taiesm1,2052,Brest,308.2976575718403
SSP2-4.5,taiesm1,2052,Gomel,281.6287509811668
SSP2-4.5,taiesm1,2052,Grodno,385.35195253075824
SSP2-4.5,taiesm1,2052,Minsk,377.7059351247844
SSP2-4.5,taiesm1,2052,Mogilev,363.85292074421415
SSP2-4.5,taiesm1,2052,Vitebsk,452.65376857223487
SSP2-4.5,taiesm1,2053,Brest,277.1237846011919
SSP2-4.5,taiesm1,2053,Gomel,273.6914948773235
SSP2-4.5,taiesm1,2053,Grodno,331.66513246851184
SSP2-4.5,taiesm1,2053,Minsk,311.55586164620644
SSP2-4.5,taiesm1,2053,Mogilev,315.0134731543072
SSP2-4.5,taiesm1,2053,Vitebsk,362.4080229454081
SSP2-4.5,taiesm1,2054,Brest,277.0145015489477
SSP2-4.5,taiesm1,2054,Gomel,305.65157834255444
SSP2-4.5,taiesm1,2054,Grodno,273.06658216025556
SSP2-4.5,taiesm1,2054,Minsk,290.18395861454246
SSP2-4.5,taiesm1,2054,Mogilev,322.2028847257983
SSP2-4.5,taiesm1,2054,Vitebsk,304.21095559263637
SSP2-4.5,taiesm1,2055,Brest,339.05483548675164
SSP2-4.5,taiesm1,2055,Gomel,331.8354246679423
SSP2-4.5,taiesm1,2055,Grodno,348.66358326902304
SSP2-4.5,taiesm1,2055,Minsk,348.55300434098575
SSP2-4.5,taiesm1,2055,Mogilev,339.1247907894507
SSP2-4.5,taiesm1,2055,Vitebsk,356.3282210960915
SSP2-4.5,taiesm1,2056,Brest,326.8701452451743
SSP2-4.5,taiesm1,2056,Gomel,344.3690256573694
SSP2-4.5,taiesm1,2056,Grodno,348.72132295649953
SSP2-4.5,taiesm1,2056,Minsk,376.99552040755356
SSP2-4.5,taiesm1,2056,Mogilev,406.1649615430591
SSP2-4.5,taiesm1,2056,Vitebsk,411.3398024770469
SSP2-4.5,taiesm1,2057,Brest,244.06544022013844
SSP2-4.5,taiesm1,2057,Gomel,232.76629481583265
SSP2-4.5,taiesm1,2057,Grodno,280.7344710897164
SSP2-4.5,taiesm1,2057,Minsk,284.61448049698294
SSP2-4.5,taiesm1,2057,Mogilev,293.4696890902501
SSP2-4.5,taiesm1,2057,Vitebsk,319.21509586579265
SSP2-4.5,taiesm1,2058,Brest,232.88964052215243
SSP2-4.5,taiesm1,2058,Gomel,218.306215127884
SSP2-4.5,taiesm1,2058,Grodno,296.63518025864926
SSP2-4.5,taiesm1,2058,Minsk,278.6088274614754
SSP2-4.5,taiesm1,2058,Mogilev,268.28089022006225
SSP2-4.5,taiesm1,2058,Vitebsk,329.03832249293765
SSP2-4.5,taiesm1,2059,Brest,207.36707414981842
SSP2-4.5,taiesm1,2059,Gomel,249.6926482479918
SSP2-4.5,taiesm1,2059,Grodno,224.87199522368678
SSP2-4.5,taiesm1,2059,Minsk,227.40078831999813
SSP2-4.5,taiesm1,2059,Mogilev,255.17822695387372
SSP2-4.5,taiesm1,2059,Vitebsk,245.84556786828037
SSP2-4.5,taiesm1,2060,Brest,232.75221537925069
SSP2-4.5,taiesm1,2060,Gomel,257.2066020753405
SSP2-4.5,taiesm1,2060,Grodno,251.70085892041212
SSP2-4.5,taiesm1,2060,Minsk,251.60564784966883
SSP2-4.5,taiesm1,2060,Mogilev,285.2710696695376
