experiment,model,year,region,pr
SSP1-2.6,hadgem3_gc31_ll,2022,Brest,293.7655971085553
SSP1-2.6,hadgem3_gc31_ll,2022,Gomel,294.3029200761805
SSP1-2.6,hadgem3_gc31_ll,2022,Grodno,276.2523400288475
SSP1-2.6,hadgem3_gc31_ll,2022,Minsk,248.8127880784548
SSP1-2.6,hadgem3_gc31_ll,2022,Mogilev,252.74743105124764
SSP1-2.6,hadgem3_gc31_ll,2022,Vitebsk,226.8771381711725
SSP1-2.6,hadgem3_gc31_ll,2023,Brest,299.4086718473599
SSP1-2.6,hadgem3_gc31_ll,2023,Gomel,331.4571647687811
SSP1-2.6,hadgem3_gc31_ll,2023,Grodno,338.36488751682333
SSP1-2.6,hadgem3_gc31_ll,2023,Minsk,341.72016540766094
SSP1-2.6,hadgem3_gc31_ll,2023,Mogilev,346.13324776936673
SSP1-2.6,hadgem3_gc31_ll,2023,Vitebsk,340.35442587087516
SSP1-2.6,hadgem3_gc31_ll,2024,Brest,225.17360400462738
SSP1-2.6,hadgem3_gc31_ll,2024,Gomel,216.0781568445506
SSP1-2.6,hadgem3_gc31_ll,2024,Grodno,264.5065328034573
SSP1-2.6,hadgem3_gc31_ll,2024,Minsk,246.81124875363923
SSP1-2.6,hadgem3_gc31_ll,2024,Mogilev,244.79505942400237
SSP1-2.6,hadgem3_gc31_ll,2024,Vitebsk,242.18282236590926
SSP1-2.6,hadgem3_gc31_ll,2025,Brest,294.8491736275303
SSP1-2.6,hadgem3_gc31_ll,2025,Gomel,339.58847885885416
SSP1-2.6,hadgem3_gc31_ll,2025,Grodno,334.5733983962882
SSP1-2.6,hadgem3_gc31_ll,2025,Minsk,305.5772368205003
SSP1-2.6,hadgem3_gc31_ll,2025,Mogilev,350.51323920886256
SSP1-2.6,hadgem3_gc31_ll,2025,Vitebsk,332.84059088397885
SSP1-2.6,hadgem3_gc31_ll,2026,Brest,295.52722682177205
SSP1-2.6,hadgem3_gc31_ll,2026,Gomel,262.3503506202964
SSP1-2.6,hadgem3_gc31_ll,2026,Grodno,294.6724163723491
SSP1-2.6,hadgem3_gc31_ll,2026,Minsk,275.864291116111
SSP1-2.6,hadgem3_gc31_ll,2026,Mogilev,265.9750140687154
SSP1-2.6,hadgem3_gc31_ll,2026,Vitebsk,250.28365309103378
SSP1-2.6,hadgem3_gc31_ll,2027,Brest,263.15176140860643
SSP1-2.6,hadgem3_gc31_ll,2027,Gomel,267.12535839713803
SSP1-2.6,hadgem3_gc31_ll,2027,Grodno,274.5305181031339
SSP1-2.6,hadgem3_gc31_ll,2027,Minsk,281.89209434689303
SSP1-2.6,hadgem3_gc31_ll,2027,Mogilev,287.8856878839392
SSP1-2.6,hadgem3_gc31_ll,2027,Vitebsk,277.0194277076887
SSP1-2.6,hadgem3_gc31_ll,2028,Brest,198.02483348486896
SSP1-2.6,hadgem3_gc31_ll,2028,Gomel,208.71192958189545
SSP1-2.6,hadgem3_gc31_ll,2028,Grodno,233.34301183982515
SSP1-2.6,hadgem3_gc31_ll,2028,Minsk,236.67764748600572
SSP1-2.6,hadgem3_gc31_ll,2028,Mogilev,250.3214667586023
SSP1-2.6,hadgem3_gc31_ll,2028,Vitebsk,283.6105056463188
SSP1-2.6,hadgem3_gc31_ll,2029,Brest,284.25802109088784
SSP1-2.6,hadgem3_gc31_ll,2029,Gomel,268.0092381795393
SSP1-2.6,hadgem3_gc31_ll,2029,Grodno,262.3187970772541
SSP1-2.6,hadgem3_gc31_ll,2029,Minsk,248.46809115851778
SSP1-2.6,hadgem3_gc31_ll,2029,Mogilev,253.50583179399408
SSP1-2.6,hadgem3_gc31_ll,2029,Vitebsk,241.78678708122646
SSP1-2.6,hadgem3_gc31_ll,2030,Brest,275.2872173251761
SSP1-2.6,hadgem3_gc31_ll,2030,Gomel,265.00205507174564
SSP1-2.6,hadgem3_gc31_ll,2030,Grodno,292.5700072371427
SSP1-2.6,hadgem3_gc31_ll,2030,Minsk,265.01941601301854
SSP1-2.6,hadgem3_gc31_ll,2030,Mogilev,277.0907644817247
SSP1-2.6,hadgem3_gc31_ll,2030,Vitebsk,283.1933459358726
SSP1-2.6,hadgem3_gc31_ll,2031,Brest,274.8357282376752
SSP1-2.6,hadgem3_gc31_ll,2031,Gomel,238.7210022579481
SSP1-2.6,hadgem3_gc31_ll,2031,Grodno,275.71835792042464
SSP1-2.6,hadgem3_gc31_ll,2031,Minsk,280.2000973597318
SSP1-2.6,hadgem3_gc31_ll,2031,Mogilev,247.65726892551578
SSP1-2.6,hadgem3_gc31_ll,2031,Vitebsk,273.84797727697406
SSP1-2.6,hadgem3_gc31_ll,2032,Brest,343.17298981496594
SSP1-2.6,hadgem3_gc31_ll,2032,Gomel,289.69992201717423
SSP1-2.6,hadgem3_gc31_ll,2032,Grodno,376.13979730269824
SSP1-2.6,hadgem3_gc31_ll,2032,Minsk,338.41737676588747
SSP1-2.6,hadgem3_gc31_ll,2032,Mogilev,334.3972634333371
SSP1-2.6,hadgem3_gc31_ll,2032,Vitebsk,373.46454816584543
SSP1-2.6,hadgem3_gc31_ll,2033,Brest,358.0182274998846
SSP1-2.6,hadgem3_gc31_ll,2033,Gomel,383.4253003404587
SSP1-2.6,hadgem3_gc31_ll,2033,Grodno,413.7814127715758
SSP1-2.6,hadgem3_gc31_ll,2033,Minsk,401.2881400054832
SSP1-2.6,hadgem3_gc31_ll,2033,Mogilev,408.7069844472356
SSP1-2.6,hadgem3_gc31_ll,2033,Vitebsk,417.43027776962043
SSP1-2.6,hadgem3_gc31_ll,2034,Brest,300.291537068762
SSP1-2.6,hadgem3_gc31_ll,2034,Gomel,302.9358489421303
SSP1-2.6,hadgem3_gc31_ll,2034,Grodno,298.2622254430057
SSP1-2.6,hadgem3_gc31_ll,2034,Minsk,296.92471304897975
SSP1-2.6,hadgem3_gc31_ll,2034,Mogilev,310.37216821745716
SSP1-2.6,hadgem3_gc31_ll,2034,Vitebsk,291.3431095289046
SSP1-2.6,hadgem3_gc31_ll,2035,Brest,223.99467073529027
SSP1-2.6,hadgem3_gc31_ll,2035,Gomel,204.24130765620805
SSP1-2.6,hadgem3_gc31_ll,2035,Grodno,247.0655309205767
SSP1-2.6,hadgem3_gc31_ll,2035,Minsk,228.17251770050612
SSP1-2.6,hadgem3_gc31_ll,2035,Mogilev,237.77652468075686
SSP1-2.6,hadgem3_gc31_ll,2035,Vitebsk,271.9743510230423
SSP1-2.6,hadgem3_gc31_ll,2036,Brest,175.92552361545512
SSP1-2.6,hadgem3_gc31_ll,2036,Gomel,236.70033992054206
SSP1-2.6,hadgem3_gc31_ll,2036,Grodno,165.78857681554157
SSP1-2.6,hadgem3_gc31_ll,2036,Minsk,205.0797586785034
SSP1-2.6,hadgem3_gc31_ll,2036,Mogilev,214.3612066704059
SSP1-2.6,hadgem3_gc31_ll,2036,Vitebsk,194.30869823244547
SSP1-2.6,hadgem3_gc31_ll,2037,Brest,299.03485713526305
SSP1-2.6,hadgem3_gc31_ll,2037,Gomel,323.84778745879413
SSP1-2.6,hadgem3_gc31_ll,2037,Grodno,299.6294581911064
SSP1-2.6,hadgem3_gc31_ll,2037,Minsk,283.30400495993314
SSP1-2.6,hadgem3_gc31_ll,2037,Mogilev,298.384559414066
SSP1-2.6,hadgem3_gc31_ll,2037,Vitebsk,256.2854276538525
SSP1-2.6,hadgem3_gc31_ll,2038,Brest,240.34236770272403
SSP1-2.6,hadgem3_gc31_ll,2038,Gomel,260.1074030647148
SSP1-2.6,hadgem3_gc31_ll,2038,Grodno,203.90131471475243
SSP1-2.6,hadgem3_gc31_ll,2038,Minsk,213.30556068366488
SSP1-2.6,hadgem3_gc31_ll,2038,Mogilev,227.2105514754836
SSP1-2.6,hadgem3_gc31_ll,2038,Vitebsk,205.18867496288823
SSP1-2.6,hadgem3_gc31_ll,2039,Brest,256.967905083038
SSP1-2.6,hadgem3_gc31_ll,2039,Gomel,255.28596406104458
SSP1-2.6,hadgem3_gc31_ll,2039,Grodno,279.3791388431167
SSP1-2.6,hadgem3_gc31_ll,2039,Minsk,287.17345425655054
SSP1-2.6,hadgem3_gc31_ll,2039,Mogilev,288.70352755744466
SSP1-2.6,hadgem3_gc31_ll,2039,Vitebsk,325.88629329637763
SSP1-2.6,hadgem3_gc31_ll,2040,Brest,273.8629180527837
SSP1-2.6,hadgem3_gc31_ll,2040,Gomel,291.41778542112854
SSP1-2.6,hadgem3_gc31_ll,2040,Grodno,259.3371740650546
SSP1-2.6,hadgem3_gc31_ll,2040,Minsk,268.22884559500807
SSP1-2.6,hadgem3_gc31_ll,2040,Mogilev,288.79102209910116
SSP1-2.6,hadgem3_gc31_ll,2040,Vitebsk,287.5012513895093
SSP1-2.6,hadgem3_gc31_ll,2041,Brest,211.41500374265598
SSP1-2.6,hadgem3_gc31_ll,2041,Gomel,213.67647735043914
SSP1-2.6,hadgem3_gc31_ll,2041,Grodno,241.92177597257697
SSP1-2.6,hadgem3_gc31_ll,2041,Minsk,236.14510609795403
SSP1-2.6,hadgem3_gc31_ll,2041,Mogilev,237.43357773486974
SSP1-2.6,hadgem3_gc31_ll,2041,Vitebsk,273.8092859461967
SSP1-2.6,hadgem3_gc31_ll,2042,Brest,308.47173049349743
SSP1-2.6,hadgem3_gc31_ll,2042,Gomel,319.86733537824273
SSP1-2.6,hadgem3_gc31_ll,2042,Grodno,291.2469148384203
SSP1-2.6,hadgem3_gc31_ll,2042,Minsk,295.99327272536857
SSP1-2.6,hadgem3_gc31_ll,2042,Mogilev,298.0627779016433
SSP1-2.6,hadgem3_gc31_ll,2042,Vitebsk,289.7110679060364
SSP1-2.6,hadgem3_gc31_ll,2043,Brest,315.9293306478625
SSP1-2.6,hadgem3_gc31_ll,2043,Gomel,306.2528467096086
SSP1-2.6,hadgem3_gc31_ll,2043,Grodno,356.46171618723685
SSP1-2.6,hadgem3_gc31_ll,2043,Minsk,350.3527982195092
SSP1-2.6,hadgem3_gc31_ll,2043,Mogilev,349.501993097168
SSP1-2.6,hadgem3_gc31_ll,2043,Vitebsk,369.1393628261715
SSP1-2.6,hadgem3_gc31_ll,2044,Brest,372.74128763608854
SSP1-2.6,hadgem3_gc31_ll,2044,Gomel,315.68675134386604
SSP1-2.6,hadgem3_gc31_ll,2044,Grodno,360.0710539522058
SSP1-2.6,hadgem3_gc31_ll,2044,Minsk,330.04399648272437
SSP1-2.6,hadgem3_gc31_ll,2044,Mogilev,318.3183606887837
SSP1-2.6,hadgem3_gc31_ll,2044,Vitebsk,311.83707269730905
SSP1-2.6,hadgem3_gc31_ll,2045,Brest,337.3475236966136
SSP1-2.6,hadgem3_gc31_ll,2045,Gomel,321.29067487778394
SSP1-2.6,hadgem3_gc31_ll,2045,Grodno,330.38707385446173
SSP1-2.6,hadgem3_gc31_ll,2045,Minsk,315.26535792372863
SSP1-2.6,hadgem3_gc31_ll,2045,Mogilev,339.8384767243039
SSP1-2.6,hadgem3_gc31_ll,2045,Vitebsk,308.00031861892586
SSP1-2.6,hadgem3_gc31_ll,2046,Brest,248.67758963031883
SSP1-2.6,hadgem3_gc31_ll,2046,Gomel,191.0008438878671
SSP1-2.6,hadgem3_gc31_ll,2046,Grodno,262.8496140366222
SSP1-2.6,hadgem3_gc31_ll,2046,Minsk,223.55796379403648
SSP1-2.6,hadgem3_gc31_ll,2046,Mogilev,201.79261461757528
SSP1-2.6,hadgem3_gc31_ll,2046,Vitebsk,228.81201889068524
SSP1-2.6,hadgem3_gc31_ll,2047,Brest,246.55219436342264
SSP1-2.6,hadgem3_gc31_ll,2047,Gomel,298.40408918812096
SSP1-2.6,hadgem3_gc31_ll,2047,Grodno,262.3322486163069
SSP1-2.6,hadgem3_gc31_ll,2047,Minsk,275.2197880042203
SSP1-2.6,hadgem3_gc31_ll,2047,Mogilev,295.414401991194
SSP1-2.6,hadgem3_gc31_ll,2047,Vitebsk,281.72079167495946
SSP1-2.6,hadgem3_gc31_ll,2048,Brest,359.12204110859733
SSP1-2.6,hadgem3_gc31_ll,2048,Gomel,373.2614733247254
SSP1-2.6,hadgem3_gc31_ll,2048,Grodno,381.4299290711395
SSP1-2.6,hadgem3_gc31_ll,2048,Minsk,408.59910836610817
SSP1-2.6,hadgem3_gc31_ll,2048,Mogilev,424.22588748815804
SSP1-2.6,hadgem3_gc31_ll,2048,Vitebsk,429.89589212919606
SSP1-2.6,hadgem3_gc31_ll,2049,Brest,325.1796268637887
SSP1-2.6,hadgem3_gc31_ll,2049,Gomel,354.8796100494829
SSP1-2.6,hadgem3_gc31_ll,2049,Grodno,318.12410388616377
SSP1-2.6,hadgem3_gc31_ll,2049,Minsk,335.67719551146905
SSP1-2.6,hadgem3_gc31_ll,2049,Mogilev,322.67682841143363
SSP1-2.6,hadgem3_gc31_ll,2049,Vitebsk,298.58440377377843
SSP1-2.6,hadgem3_gc31_ll,2050,Brest,311.4425041692161
SSP1-2.6,hadgem3_gc31_ll,2050,Gomel,313.33153806301414
SSP1-2.6,hadgem3_gc31_ll,2050,Grodno,317.61355692891004
SSP1-2.6,hadgem3_gc31_ll,2050,Minsk,313.56558743583275
SSP1-2.6,hadgem3_gc31_ll,2050,Mogilev,322.4547827767312
SSP1-2.6,hadgem3_gc31_ll,2050,Vitebsk,313.92127038729365
SSP1-2.6,hadgem3_gc31_ll,2051,Brest,265.65915324990516
SSP1-2.6,hadgem3_gc31_ll,2051,Gomel,293.0907172418478
SSP1-2.6,hadgem3_gc31_ll,2051,Grodno,294.2662065143104
SSP1-2.6,hadgem3_gc31_ll,2051,Minsk,298.4774748691492
SSP1-2.6,hadgem3_gc31_ll,2051,Mogilev,312.37027704599427
SSP1-2.6,hadgem3_gc31_ll,2051,Vitebsk,305.32034760185087
SSP1-2.6,hadgem3_gc31_ll,2052,Brest,296.98936291790733
SSP1-2.6,hadgem3_gc31_ll,2052,Gomel,294.342190606771
SSP1-2.6,hadgem3_gc31_ll,2052,Grodno,310.2455402213072
SSP1-2.6,hadgem3_gc31_ll,2052,Minsk,326.44536700659484
SSP1-2.6,hadgem3_gc31_ll,2052,Mogilev,327.261418174443
SSP1-2.6,hadgem3_gc31_ll,2052,Vitebsk,362.98938629919695
SSP1-2.6,hadgem3_gc31_ll,2053,Brest,225.33238432995358
SSP1-2.6,hadgem3_gc31_ll,2053,Gomel,220.58540704474882
SSP1-2.6,hadgem3_gc31_ll,2053,Grodno,232.71986303401962
SSP1-2.6,hadgem3_gc31_ll,2053,Minsk,232.96304482907422
SSP1-2.6,hadgem3_gc31_ll,2053,Mogilev,223.55908569480712
SSP1-2.6,hadgem3_gc31_ll,2053,Vitebsk,221.40412699477272
SSP1-2.6,hadgem3_gc31_ll,2054,Brest,246.94824586405704
SSP1-2.6,hadgem3_gc31_ll,2054,Gomel,289.86371633249934
SSP1-2.6,hadgem3_gc31_ll,2054,Grodno,279.78238535789075
SSP1-2.6,hadgem3_gc31_ll,2054,Minsk,286.9826506257465
SSP1-2.6,hadgem3_gc31_ll,2054,Mogilev,287.7164564063976
SSP1-2.6,hadgem3_gc31_ll,2054,Vitebsk,276.3990017385213
SSP1-2.6,hadgem3_gc31_ll,2055,Brest,300.7174053972506
SSP1-2.6,hadgem3_gc31_ll,2055,Gomel,304.09505596389243
SSP1-2.6,hadgem3_gc31_ll,2055,Grodno,342.3246257525771
SSP1-2.6,hadgem3_gc31_ll,2055,Minsk,318.3256511723932
SSP1-2.6,hadgem3_gc31_ll,2055,Mogilev,306.28965928419484
SSP1-2.6,hadgem3_gc31_ll,2055,Vitebsk,317.52428902888056
SSP1-2.6,hadgem3_gc31_ll,2056,Brest,275.0271648699045
SSP1-2.6,hadgem3_gc31_ll,2056,Gomel,258.0704629272751
SSP1-2.6,hadgem3_gc31_ll,2056,Grodno,241.72542458582373
SSP1-2.6,hadgem3_gc31_ll,2056,Minsk,241.06885659041015
SSP1-2.6,hadgem3_gc31_ll,2056,Mogilev,253.07697252678747
SSP1-2.6,hadgem3_gc31_ll,2056,Vitebsk,231.99310848436153
SSP1-2.6,hadgem3_gc31_ll,2057,Brest,387.2359799841045
SSP1-2.6,hadgem3_gc31_ll,2057,Gomel,351.7287169286371
SSP1-2.6,hadgem3_gc31_ll,2057,Grodno,420.90502974052526
SSP1-2.6,hadgem3_gc31_ll,2057,Minsk,414.5929074381427
SSP1-2.6,hadgem3_gc31_ll,2057,Mogilev,399.6989074544127
SSP1-2.6,hadgem3_gc31_ll,2057,Vitebsk,453.89994032073656
SSP1-2.6,hadgem3_gc31_ll,2058,Brest,217.90661143175438
SSP1-2.6,hadgem3_gc31_ll,2058,Gomel,250.36130589257206
SSP1-2.6,hadgem3_gc31_ll,2058,Grodno,254.805346986696
SSP1-2.6,hadgem3_gc31_ll,2058,Minsk,251.34743163542095
SSP1-2.6,hadgem3_gc31_ll,2058,Mogilev,282.46932397649897
SSP1-2.6,hadgem3_gc31_ll,2058,Vitebsk,269.2938530640759
SSP1-2.6,hadgem3_gc31_ll,2059,Brest,253.14863663242045
SSP1-2.6,hadgem3_gc31_ll,2059,Gomel,292.4501176290037
SSP1-2.6,hadgem3_gc31_ll,2059,Grodno,282.02424890589515
SSP1-2.6,hadgem3_gc31_ll,2059,Minsk,275.67547637913594
SSP1-2.6,hadgem3_gc31_ll,2059,Mogilev,301.13885438290504
SSP1-2.6,hadgem3_gc31_ll,2059,Vitebsk,295.01567708134144
SSP1-2.6,hadgem3_gc31_ll,2060,Brest,214.1591614657695
SSP1-2.6,hadgem3_gc31_ll,2060,Gomel,278.59124661304423
SSP1-2.6,hadgem3_gc31_ll,2060,Grodno,185.95240016650868
SSP1-2.6,hadgem3_gc31_ll,2060,Minsk,206.00226990844155
SSP1-2.6,hadgem3_gc31_ll,2060,Mogilev,257.51684836321556
SSP1-2.6,hadgem3_gc31_ll,2060,Vitebsk,206.09956354924623
SSP1-2.6,hadgem3_gc31_ll,2061,Brest,327.2744286261227
SSP1-2.6,hadgem3_gc31_ll,2061,Gomel,327.3718700855268
SSP1-2.6,hadgem3_gc31_ll,2061,Grodno,345.86215006983474
SSP1-2.6,hadgem3_gc31_ll,2061,Minsk,336.80514957913505
SSP1-2.6,hadgem3_gc31_ll,2061,Mogilev,358.28998666735686
SSP1-2.6,hadgem3_gc31_ll,2061,Vitebsk,347.5237385186078
SSP1-2.6,hadgem3_gc31_ll,2062,Brest,285.5649196996008
SSP1-2.6,hadgem3_gc31_ll,2062,Gomel,278.9819269641902
SSP1-2.6,hadgem3_gc31_ll,2062,Grodno,293.469617214427
SSP1-2.6,hadgem3_gc31_ll,2062,Minsk,302.1805456173463
SSP1-2.6,hadgem3_gc31_ll,2062,Mogilev,294.7851607806033
SSP1-2.6,hadgem3_gc31_ll,2062,Vitebsk,324.6654272026045
SSP1-2.6,hadgem3_gc31_ll,2063,Brest,312.2574176547977
SSP1-2.6,hadgem3_gc31_ll,2063,Gomel,321.1236547729724
SSP1-2.6,hadgem3_gc31_ll,2063,Grodno,331.82233602002157
SSP1-2.6,hadgem3_gc31_ll,2063,Minsk,345.667628244325
SSP1-2.6,hadgem3_gc31_ll,2063,Mogilev,368.0506408086685
SSP1-2.6,hadgem3_gc31_ll,2063,Vitebsk,362.45237487500447
SSP1-2.6,hadgem3_gc31_ll,2064,Brest,301.01205021298347
SSP1-2.6,hadgem3_gc31_ll,2064,Gomel,291.5483108248091
SSP1-2.6,hadgem3_gc31_ll,2064,Grodno,313.28170805661836
SSP1-2.6,hadgem3_gc31_ll,2064,Minsk,301.6841907550528
SSP1-2.6,hadgem3_gc31_ll,2064,Mogilev,304.61407063535825
SSP1-2.6,hadgem3_gc31_ll,2064,Vitebsk,334.79550245059784
SSP1-2.6,hadgem3_gc31_ll,2065,Brest,268.99355641590085
SSP1-2.6,hadgem3_gc31_ll,2065,Gomel,272.05652303614113
SSP1-2.6,hadgem3_gc31_ll,2065,Grodno,274.11614021003317
SSP1-2.6,hadgem3_gc31_ll,2065,Minsk,283.1744117928891
SSP1-2.6,hadgem3_gc31_ll,2065,Mogilev,297.84274058283535
SSP1-2.6,hadgem3_gc31_ll,2065,Vitebsk,296.00279433106994
SSP1-2.6,hadgem3_gc31_ll,2066,Brest,310.3290264612428
SSP1-2.6,hadgem3_gc31_ll,2066,Gomel,286.6158305041169
SSP1-2.6,hadgem3_gc31_ll,2066,Grodno,320.60288113703854
SSP1-2.6,hadgem3_gc31_ll,2066,Minsk,315.9595446141903
SSP1-2.6,hadgem3_gc31_ll,2066,Mogilev,302.48446047226696
SSP1-2.6,hadgem3_gc31_ll,2066,Vitebsk,319.96321668167485
SSP1-2.6,hadgem3_gc31_ll,2067,Brest,333.2819138229108
SSP1-2.6,hadgem3_gc31_ll,2067,Gomel,348.88116303911687
SSP1-2.6,hadgem3_gc31_ll,2067,Grodno,351.76666513444707
SSP1-2.6,hadgem3_gc31_ll,2067,Minsk,339.9540209886525
SSP1-2.6,hadgem3_gc31_ll,2067,Mogilev,350.26990167660347
SSP1-2.6,hadgem3_gc31_ll,2067,Vitebsk,349.80893032361416
SSP1-2.6,hadgem3_gc31_ll,2068,Brest,271.6248049477262
SSP1-2.6,hadgem3_gc31_ll,2068,Gomel,264.0227516557871
SSP1-2.6,hadgem3_gc31_ll,2068,Grodno,298.20293828779535
SSP1-2.6,hadgem3_gc31_ll,2068,Minsk,279.78904266197003
SSP1-2.6,hadgem3_gc31_ll,2068,Mogilev,290.14275593415033
SSP1-2.6,hadgem3_gc31_ll,2068,Vitebsk,302.9470169350056
SSP1-2.6,hadgem3_gc31_ll,2069,Brest,262.03837032679394
SSP1-2.6,hadgem3_gc31_ll,2069,Gomel,284.15463165267664
SSP1-2.6,hadgem3_gc31_ll,2069,Grodno,286.44933565639406
SSP1-2.6,hadgem3_gc31_ll,2069,Minsk,282.1537019002743
SSP1-2.6,hadgem3_gc31_ll,2069,Mogilev,293.11060406880506
SSP1-2.6,hadgem3_gc31_ll,2069,Vitebsk,294.6406602339592
SSP1-2.6,hadgem3_gc31_ll,2070,Brest,295.70430784417175
SSP1-2.6,hadgem3_gc31_ll,2070,Gomel,272.1323738692826
SSP1-2.6,hadgem3_gc31_ll,2070,Grodno,322.95484273839975
SSP1-2.6,hadgem3_gc31_ll,2070,Minsk,306.17025096502357
SSP1-2.6,hadgem3_gc31_ll,2070,Mogilev,299.1346941370956
SSP1-2.6,hadgem3_gc31_ll,2070,Vitebsk,324.02456295611586
SSP1-2.6,hadgem3_gc31_ll,2071,Brest,255.27326148358046
SSP1-2.6,hadgem3_gc31_ll,2071,Gomel,280.708373967829
SSP1-2.6,hadgem3_gc31_ll,2071,Grodno,265.4500868975306
SSP1-2.6,hadgem3_gc31_ll,2071,Minsk,275.86212634237614
SSP1-2.6,hadgem3_gc31_ll,2071,Mogilev,312.94004999937766
SSP1-2.6,hadgem3_gc31_ll,2071,Vitebsk,301.65385883396254
SSP1-2.6,hadgem3_gc31_ll,2072,Brest,365.8896895980909
SSP1-2.6,hadgem3_gc31_ll,2072,Gomel,326.1510089013495
SSP1-2.6,hadgem3_gc31_ll,2072,Grodno,359.3830424782562
SSP1-2.6,hadgem3_gc31_ll,2072,Minsk,312.10442642206345
SSP1-2.6,hadgem3_gc31_ll,2072,Mogilev,309.9953251821003
SSP1-2.6,hadgem3_gc31_ll,2072,Vitebsk,302.6892192406699
SSP1-2.6,hadgem3_gc31_ll,2073,Brest,294.8053745253822
SSP1-2.6,hadgem3_gc31_ll,2073,Gomel,307.4092359724338
SSP1-2.6,hadgem3_gc31_ll,2073,Grodno,318.07239578778405
SSP1-2.6,hadgem3_gc31_ll,2073,Minsk,305.2056014231617
SSP1-2.6,hadgem3_gc31_ll,2073,Mogilev,336.28283554260764
SSP1-2.6,hadgem3_gc31_ll,2073,Vitebsk,338.49008948256426
SSP1-2.6,hadgem3_gc31_ll,2074,Brest,297.0317879535939
SSP1-2.6,hadgem3_gc31_ll,2074,Gomel,311.6378477158761
SSP1-2.6,hadgem3_gc31_ll,2074,Grodno,335.52387414721227
SSP1-2.6,hadgem3_gc31_ll,2074,Minsk,316.7726018044233
SSP1-2.6,hadgem3_gc31_ll,2074,Mogilev,328.17013889335647
SSP1-2.6,hadgem3_gc31_ll,2074,Vitebsk,308.8976177873772
SSP1-2.6,hadgem3_gc31_ll,2075,Brest,368.500323022454
SSP1-2.6,hadgem3_gc31_ll,2075,Gomel,305.2232681167286
SSP1-2.6,hadgem3_gc31_ll,2075,Grodno,397.58555692037663
SSP1-2.6,hadgem3_gc31_ll,2075,Minsk,364.5154952436212
SSP1-2.6,hadgem3_gc31_ll,2075,Mogilev,313.8030911226873
SSP1-2.6,hadgem3_gc31_ll,2075,Vitebsk,360.1323561001336
SSP1-2.6,hadgem3_gc31_ll,2076,Brest,334.79836378464375
SSP1-2.6,hadgem3_gc31_ll,2076,Gomel,361.75314366351967
SSP1-2.6,hadgem3_gc31_ll,2076,Grodno,281.1901966538348
SSP1-2.6,hadgem3_gc31_ll,2076,Minsk,293.6097757552937
SSP1-2.6,hadgem3_gc31_ll,2076,Mogilev,325.0188356398432
SSP1-2.6,hadgem3_gc31_ll,2076,Vitebsk,279.8376561500998
SSP1-2.6,hadgem3_gc31_ll,2077,Brest,234.2865119440393
SSP1-2.6,hadgem3_gc31_ll,2077,Gomel,260.344319150024
SSP1-2.6,hadgem3_gc31_ll,2077,Grodno,273.64822142790297
SSP1-2.6,hadgem3_gc31_ll,2077,Minsk,279.3777175726189
SSP1-2.6,hadgem3_gc31_ll,2077,Mogilev,294.5976432214551
SSP1-2.6,hadgem3_gc31_ll,2077,Vitebsk,287.81212945717715
SSP1-2.6,hadgem3_gc31_ll,2078,Brest,342.4347408537461
SSP1-2.6,hadgem3_gc31_ll,2078,Gomel,319.0214134597445
SSP1-2.6,hadgem3_gc31_ll,2078,Grodno,338.25417051016507
SSP1-2.6,hadgem3_gc31_ll,2078,Minsk,336.6533806010048
SSP1-2.6,hadgem3_gc31_ll,2078,Mogilev,329.38521362963814
SSP1-2.6,hadgem3_gc31_ll,2078,Vitebsk,326.310061607404
SSP1-2.6,hadgem3_gc31_ll,2079,Brest,286.4981785388754
SSP1-2.6,hadgem3_gc31_ll,2079,Gomel,275.1829394191462
SSP1-2.6,hadgem3_gc31_ll,2079,Grodno,316.98224598683436
SSP1-2.6,hadgem3_gc31_ll,2079,Minsk,306.77414140227467
SSP1-2.6,hadgem3_gc31_ll,2079,Mogilev,315.3092908702505
SSP1-2.6,hadgem3_gc31_ll,2079,Vitebsk,344.1468134082977
SSP1-2.6,hadgem3_gc31_ll,2080,Brest,274.00021780349
SSP1-2.6,hadgem3_gc31_ll,2080,Gomel,280.687759992774
SSP1-2.6,hadgem3_gc31_ll,2080,Grodno,312.6643003135769
SSP1-2.6,hadgem3_gc31_ll,2080,Minsk,298.9674085251221
SSP1-2.6,hadgem3_gc31_ll,2080,Mogilev,292.70543682385585
SSP1-2.6,hadgem3_gc31_ll,2080,Vitebsk,314.0009383144365
SSP1-2.6,hadgem3_gc31_ll,2081,Brest,229.5192991038255
SSP1-2.6,hadgem3_gc31_ll,2081,Gomel,231.2371430017089
SSP1-2.6,hadgem3_gc31_ll,2081,Grodno,225.69691416534695
SSP1-2.6,hadgem3_gc31_ll,2081,Minsk,246.43273207016307
SSP1-2.6,hadgem3_gc31_ll,2081,Mogilev,267.59561181851706
SSP1-2.6,hadgem3_gc31_ll,2081,Vitebsk,262.34664297790545
SSP1-2.6,hadgem3_gc31_ll,2082,Brest,168.034520718898
SSP1-2.6,hadgem3_gc31_ll,2082,Gomel,162.3533229927014
SSP1-2.6,hadgem3_gc31_ll,2082,Grodno,196.3101655536691
SSP1-2.6,hadgem3_gc31_ll,2082,Minsk,195.65357747821284
SSP1-2.6,hadgem3_gc31_ll,2082,Mogilev,191.3179452992689
