experiment,region,year,pr_10,pr_90,pr_50,pr_corr
Historical,Brest,1900,98.900,217.602,161.988,178.235
Historical,Brest,1901,123.390,222.311,163.019,165.346
Historical,Brest,1902,102.068,210.958,167.080,158.382
Historical,Brest,1903,114.473,209.679,153.453,162.539
Historical,Brest,1904,95.527,230.830,158.436,137.303
Historical,Brest,1905,87.494,216.414,162.549,163.546
Historical,Brest,1906,93.055,232.281,159.206,153.447
Historical,Brest,1907,91.900,231.219,164.501,161.478
Historical,Brest,1908,104.176,200.837,151.727,141.558
Historical,Brest,1909,99.182,233.165,158.893,146.205
Historical,Brest,1910,87.485,233.126,147.217,132.209
Historical,Brest,1911,93.784,240.186,157.110,146.327
Historical,Brest,1912,112.754,216.157,165.738,178.626
Historical,Brest,1913,111.367,215.510,154.949,161.969
Historical,Brest,1914,101.758,240.894,151.145,157.653
Historical,Brest,1915,84.589,236.596,156.473,138.868
Historical,Brest,1916,108.680,229.100,166.614,149.755
Historical,Brest,1917,108.524,209.747,167.347,178.587
Historical,Brest,1918,108.972,226.997,161.745,173.148
Historical,Brest,1919,108.794,201.929,150.679,158.933
Historical,Brest,1920,99.406,231.710,162.471,162.698
Historical,Brest,1921,117.483,222.341,164.790,169.820
Historical,Brest,1922,105.518,221.778,152.359,153.708
Historical,Brest,1923,104.063,235.884,152.787,169.207
Historical,Brest,1924,108.174,197.117,145.076,133.574
Historical,Brest,1925,109.144,209.864,162.628,153.677
Historical,Brest,1926,90.192,207.661,145.530,152.674
Historical,Brest,1927,108.289,216.463,157.968,153.080
Historical,Brest,1928,101.892,192.335,151.405,141.757
Historical,Brest,1929,94.376,216.104,136.216,149.506
Historical,Brest,1930,96.554,194.395,147.207,146.926
Historical,Brest,1931,113.168,223.936,160.487,167.089
Historical,Brest,1932,111.433,230.089,157.295,148.390
Historical,Brest,1933,95.039,187.173,147.458,146.192
Historical,Brest,1934,122.214,222.014,157.172,158.289
Historical,Brest,1935,106.292,215.918,153.749,149.845
Historical,Brest,1936,102.406,208.419,161.892,138.277
Historical,Brest,1937,119.429,218.157,154.481,161.501
Historical,Brest,1938,101.873,221.958,161.931,170.353
Historical,Brest,1939,100.414,213.333,162.102,159.460
Historical,Brest,1940,107.716,189.333,154.042,158.947
Historical,Brest,1941,112.549,217.421,165.412,153.115
Historical,Brest,1942,108.654,231.301,165.031,165.888
Historical,Brest,1943,104.626,213.541,160.923,146.286
Historical,Brest,1944,102.895,203.614,154.563,145.800
Historical,Brest,1945,96.741,229.392,169.787,162.576
Historical,Brest,1946,113.099,219.465,173.678,156.102
Historical,Brest,1947,104.171,208.035,161.634,159.086
Historical,Brest,1948,94.340,218.312,151.632,143.660
Historical,Brest,1949,88.875,244.614,139.004,125.155
Historical,Brest,1950,115.600,224.572,156.335,161.165
Historical,Brest,1951,126.133,223.395,151.158,167.447
Historical,Brest,1952,100.781,217.719,150.749,163.583
Historical,Brest,1953,117.284,211.016,157.188,168.622
Historical,Brest,1954,122.430,232.257,176.368,170.194
Historical,Brest,1955,103.486,209.630,166.447,156.304
Historical,Brest,1956,94.403,187.550,139.887,153.336
Historical,Brest,1957,116.442,222.141,153.436,143.219
Historical,Brest,1958,94.806,230.252,140.334,136.649
Historical,Brest,1959,97.423,203.190,151.129,148.457
Historical,Brest,1960,118.602,279.832,158.987,156.185
Historical,Brest,1961,99.980,224.149,152.089,153.637
Historical,Brest,1962,99.872,198.228,154.802,135.585
Historical,Brest,1963,103.692,198.224,146.801,152.485
Historical,Brest,1964,104.352,215.035,159.359,151.280
Historical,Brest,1965,92.743,193.559,136.280,134.385
Historical,Brest,1966,100.635,216.891,142.706,159.463
Historical,Brest,1967,102.204,218.948,137.994,156.327
Historical,Brest,1968,108.486,208.513,152.252,147.535
Historical,Brest,1969,108.071,229.733,151.734,142.758
Historical,Brest,1970,109.698,220.382,163.502,169.047
Historical,Brest,1971,108.793,223.861,158.835,179.956
Historical,Brest,1972,111.963,208.085,146.899,143.216
Historical,Brest,1973,98.232,233.921,155.389,162.536
Historical,Brest,1974,108.174,218.793,156.371,180.721
Historical,Brest,1975,109.788,221.944,161.819,164.315
Historical,Brest,1976,91.976,225.099,166.708,170.024
Historical,Brest,1977,112.763,197.215,145.836,150.997
Historical,Brest,1978,92.052,223.212,137.315,161.240
Historical,Brest,1979,103.241,203.077,153.963,142.747
Historical,Brest,1980,121.303,218.790,156.000,163.962
Historical,Brest,1981,117.431,207.731,160.257,156.964
Historical,Brest,1982,88.738,218.084,131.545,135.082
Historical,Brest,1983,94.394,203.646,144.363,154.775
Historical,Brest,1984,110.820,189.953,146.479,170.011
Historical,Brest,1985,107.369,210.288,141.598,173.322
Historical,Brest,1986,122.666,209.706,173.842,159.828
Historical,Brest,1987,98.229,224.488,165.600,181.468
Historical,Brest,1988,106.481,222.259,143.933,146.187
Historical,Brest,1989,110.562,216.243,141.594,160.454
Historical,Brest,1990,113.871,213.558,162.918,171.596
Historical,Brest,1991,99.987,209.510,153.010,153.474
Historical,Brest,1992,99.061,228.338,175.604,179.421
Historical,Brest,1993,107.814,218.837,170.130,158.341
Historical,Brest,1994,93.247,211.137,150.822,151.813
Historical,Brest,1995,117.994,217.443,169.366,170.268
Historical,Brest,1996,113.958,209.082,157.008,167.232
Historical,Brest,1997,85.007,188.907,153.629,158.282
Historical,Brest,1998,103.743,228.933,159.365,155.924
Historical,Brest,1999,118.841,257.377,162.639,160.994
Historical,Brest,2000,110.393,225.506,145.414,135.768
Historical,Brest,2001,112.189,198.096,142.153,142.093
Historical,Brest,2002,108.611,224.515,169.137,150.406
Historical,Brest,2003,114.328,208.116,162.685,154.194
Historical,Brest,2004,126.118,226.057,160.389,181.328
Historical,Brest,2005,81.523,205.546,133.036,133.817
Historical,Brest,2006,105.492,205.043,154.374,154.059
Historical,Brest,2007,99.648,201.228,139.090,149.146
Historical,Brest,2008,91.584,221.659,167.497,175.537
Historical,Brest,2009,114.069,233.094,146.665,179.253
Historical,Brest,2010,106.109,248.949,163.193,186.302
Historical,Brest,2011,98.040,208.955,162.971,159.286
Historical,Brest,2012,102.974,221.021,153.888,163.269
Historical,Brest,2013,110.123,218.969,157.711,169.870
Historical,Brest,2014,102.226,216.297,165.725,154.800
