experiment,region,year,pr_10,pr_90,pr_50,pr_corr
Historical,Brest,1900,21.101,103.682,42.745,59.841
Historical,Brest,1901,24.396,95.492,47.472,54.001
Historical,Brest,1902,21.128,77.615,50.375,64.609
Historical,Brest,1903,25.896,85.310,51.629,51.296
Historical,Brest,1904,25.504,88.936,44.054,56.178
Historical,Brest,1905,15.904,80.027,43.959,52.836
Historical,Brest,1906,21.527,89.742,49.814,63.426
Historical,Brest,1907,17.452,72.303,47.109,44.498
Historical,Brest,1908,16.469,76.461,38.095,53.175
Historical,Brest,1909,14.790,89.765,31.831,46.446
Historical,Brest,1910,15.716,92.449,32.149,44.149
Historical,Brest,1911,21.280,73.888,40.285,49.768
Historical,Brest,1912,22.013,78.058,47.603,55.856
Historical,Brest,1913,23.047,84.189,50.782,53.961
Historical,Brest,1914,18.353,78.680,34.416,47.954
Historical,Brest,1915,15.187,94.540,43.512,51.708
Historical,Brest,1916,20.758,85.135,39.368,58.054
Historical,Brest,1917,21.659,92.823,50.037,54.207
Historical,Brest,1918,16.210,91.397,45.996,46.761
Historical,Brest,1919,16.015,74.355,42.868,58.503
Historical,Brest,1920,22.827,96.736,54.124,69.066
Historical,Brest,1921,14.716,83.866,45.391,54.719
Historical,Brest,1922,17.114,85.932,40.900,43.517
Historical,Brest,1923,16.961,76.775,38.103,51.115
Historical,Brest,1924,17.014,87.002,41.769,53.665
Historical,Brest,1925,22.890,74.916,51.803,57.538
Historical,Brest,1926,17.693,66.961,31.577,43.542
Historical,Brest,1927,20.276,92.505,48.351,69.129
Historical,Brest,1928,13.964,75.316,42.390,53.324
Historical,Brest,1929,17.484,79.944,41.769,48.795
Historical,Brest,1930,22.096,58.568,44.097,49.459
Historical,Brest,1931,9.547,85.700,53.506,59.497
Historical,Brest,1932,20.013,87.294,46.531,65.928
Historical,Brest,1933,18.929,73.726,41.183,38.085
Historical,Brest,1934,19.506,95.513,50.518,55.527
Historical,Brest,1935,23.165,84.447,45.948,55.548
Historical,Brest,1936,16.102,91.178,42.587,49.086
Historical,Brest,1937,23.114,77.949,37.626,52.400
Historical,Brest,1938,21.400,73.959,45.364,50.916
Historical,Brest,1939,19.234,85.472,40.977,61.354
Historical,Brest,1940,13.149,75.887,36.506,42.011
Historical,Brest,1941,24.173,80.937,50.281,57.055
Historical,Brest,1942,30.315,85.247,49.910,53.347
Historical,Brest,1943,12.290,86.206,35.070,56.182
Historical,Brest,1944,20.397,84.439,43.800,54.829
Historical,Brest,1945,20.044,81.263,45.541,54.316
Historical,Brest,1946,19.431,76.856,46.483,54.101
Historical,Brest,1947,20.463,82.166,47.292,52.714
Historical,Brest,1948,21.351,79.116,37.462,60.537
Historical,Brest,1949,14.637,96.635,51.415,56.893
Historical,Brest,1950,18.032,81.605,39.120,54.145
Historical,Brest,1951,19.278,80.392,44.019,56.702
Historical,Brest,1952,23.983,71.427,40.192,44.615
Historical,Brest,1953,12.602,79.158,40.053,53.565
Historical,Brest,1954,18.108,96.814,63.690,79.757
Historical,Brest,1955,25.765,90.291,51.869,56.289
Historical,Brest,1956,30.090,77.011,42.273,58.066
Historical,Brest,1957,21.012,89.965,47.842,65.424
Historical,Brest,1958,20.637,75.960,50.056,61.682
Historical,Brest,1959,16.824,82.606,40.314,33.327
Historical,Brest,1960,20.908,104.554,51.290,68.657
Historical,Brest,1961,11.698,77.999,40.221,46.042
Historical,Brest,1962,16.305,78.871,38.111,45.845
Historical,Brest,1963,19.757,89.911,36.483,56.392
Historical,Brest,1964,22.764,72.751,39.154,55.582
