experiment,region,year,evspsbl_10,evspsbl_90,evspsbl_50,evspsbl_corr
Historical,Gomel,1957,6.089,16.864,12.090,9.708
Historical,Gomel,1958,7.290,16.840,11.412,9.733
Historical,Gomel,1959,6.618,16.395,11.738,9.679
Historical,Gomel,1960,7.054,22.711,12.112,11.342
Historical,Gomel,1961,6.095,20.862,12.682,11.405
Historical,Gomel,1962,7.230,18.691,11.428,10.546
Historical,Gomel,1963,7.117,20.161,12.001,10.995
Historical,Gomel,1964,6.888,18.187,11.922,9.728
Historical,Gomel,1965,6.743,16.798,11.631,8.043
Historical,Gomel,1966,5.352,18.560,11.290,8.220
Historical,Gomel,1967,6.531,13.571,10.744,8.876
Historical,Gomel,1968,6.388,17.574,11.232,9.762
Historical,Gomel,1969,6.771,18.767,11.225,9.548
Historical,Gomel,1970,6.648,18.385,11.205,9.712
Historical,Gomel,1971,5.628,18.806,9.990,9.812
Historical,Gomel,1972,5.910,17.288,10.055,8.799
Historical,Gomel,1973,6.147,18.660,11.677,9.258
Historical,Gomel,1974,7.144,17.227,11.667,9.845
Historical,Gomel,1975,5.968,17.652,11.588,9.486
Historical,Gomel,1976,6.762,18.831,12.177,9.019
Historical,Gomel,1977,6.582,17.805,10.819,9.004
Historical,Gomel,1978,6.483,15.470,12.168,9.949
Historical,Gomel,1979,5.966,17.677,12.847,10.488
Historical,Gomel,1980,7.111,17.191,12.206,10.526
Historical,Gomel,1981,7.339,21.952,11.270,9.214
Historical,Gomel,1982,6.289,17.794,11.361,11.112
Historical,Gomel,1983,8.012,16.422,11.332,9.591
Historical,Gomel,1984,6.511,18.295,12.382,9.436
Historical,Gomel,1985,5.862,16.153,11.919,9.159
Historical,Gomel,1986,6.471,16.053,12.295,9.745
Historical,Gomel,1987,6.823,17.676,9.949,7.344
Historical,Gomel,1988,7.960,20.981,12.197,10.621
Historical,Gomel,1989,8.542,19.610,12.511,9.999
Historical,Gomel,1990,6.982,17.847,13.091,9.661
Historical,Gomel,1991,7.974,17.809,12.352,10.009
Historical,Gomel,1992,7.219,17.903,11.224,9.913
Historical,Gomel,1993,7.359,19.512,12.283,9.258
Historical,Gomel,1994,6.595,18.198,13.277,11.206
Historical,Gomel,1995,7.892,19.037,11.600,9.331
Historical,Gomel,1996,7.279,18.976,12.369,11.168
Historical,Gomel,1997,8.451,19.592,12.451,9.739
Historical,Gomel,1998,7.498,21.139,13.171,9.736
Historical,Gomel,1999,7.871,18.564,12.310,9.971
Historical,Gomel,2000,7.459,20.378,14.681,11.322
Historical,Gomel,2001,7.968,16.447,11.294,10.459
Historical,Gomel,2002,7.676,18.509,12.478,10.381
Historical,Gomel,2003,9.764,20.885,14.293,12.831
Historical,Gomel,2004,7.613,16.949,13.841,10.652
Historical,Gomel,2005,7.909,19.160,12.382,9.023
Historical,Gomel,2006,7.007,18.244,12.990,10.796
Historical,Gomel,2007,10.173,17.280,13.125,11.567
Historical,Gomel,2008,6.821,18.375,12.438,9.882
Historical,Gomel,2009,7.602,24.047,13.820,10.564
Historical,Gomel,2010,7.779,19.685,12.736,10.615
Historical,Gomel,2011,7.550,19.862,12.390,9.418
Historical,Gomel,2012,8.358,19.083,12.490,11.749
Historical,Gomel,2013,8.134,17.119,12.968,9.904
Historical,Gomel,2014,8.824,22.056,13.096,9.207
Historical,Grodno,1900,6.357,20.459,9.470,8.811
Historical,Grodno,1901,7.468,20.494,11.245,11.021
Historical,Grodno,1902,6.073,17.410,11.533,7.707
Historical,Grodno,1903,7.095,19.563,12.020,10.649
