year,region,tair_Jan,tair_Feb,tair_Mar,tair_Apr,tair_May,tair_Jun,tair_Jul,tair_Aug,tair_Sep,tair_Oct,tair_Nov,tair_Dec,tair_winter,tair_spring,tair_summer,tair_fall,tair_warm,tair_cold,tair_annual,prec_Jan,prec_Feb,prec_Mar,prec_Apr,prec_May,prec_Jun,prec_Jul,prec_Aug,prec_Sep,prec_Oct,prec_Nov,prec_Dec,prec_winter,prec_spring,prec_summer,prec_fall,prec_warm,prec_cold,prec_annual
2018,Grodno,-2.227,-5.552,-1.884,10.976,16.904,17.821,19.679,19.651,14.822,8.389,2.061,-1.309,-1.748,8.616,19.059,8.413,17.792,0.095,8.343,36.295,26.282,23.204,43.697,26.364,23.467,129.881,42.578,52.305,47.906,19.233,79.960,133.551,92.407,197.145,119.451,272.991,184.439,550.033
2018,Minsk,-2.806,-6.179,-2.576,10.362,16.879,17.365,19.368,19.530,14.985,7.740,0.826,-1.965,-2.411,8.302,18.659,7.526,17.605,-0.624,7.669,41.589,30.753,38.186,32.960,30.277,43.747,148.619,42.021,50.394,40.711,28.403,63.376,125.201,96.159,237.360,119.583,319.572,182.646,593.761
2018,Mogilev,-3.421,-6.852,-3.746,9.510,16.808,17.087,19.226,19.127,14.873,7.329,-0.452,-2.925,-3.255,7.680,18.496,7.257,17.443,-1.483,7.322,41.883,42.350,44.604,25.988,25.296,87.135,164.779,27.719,45.410,30.209,19.602,52.205,119.244,94.293,280.745,95.243,355.255,171.925,611.335
2018,Vitebsk,-3.038,-7.679,-3.237,8.908,15.839,16.267,19.131,18.501,14.213,7.071,0.502,-2.558,-2.906,7.977,17.987,7.243,16.813,-1.172,7.577,53.847,28.634,26.287,26.127,44.340,48.496,132.841,46.350,53.377,49.535,26.601,48.673,115.288,92.947,229.155,129.585,327.357,176.340,570.948
2019,Brest,-3.988,1.506,4.445,9.532,14.023,21.688,18.132,18.965,13.657,10.234,5.428,2.252,1.947,9.283,19.575,9.778,17.330,3.051,9.689,33.396,12.050,31.358,12.857,124.093,48.530,77.115,78.257,38.218,23.001,44.541,37.827,96.392,160.304,206.237,105.606,362.052,161.945,548.073
2019,Gomel,-5.025,0.181,3.896,9.878,15.295,22.102,17.671,18.219,13.601,9.970,4.126,2.093,1.527,10.038,19.307,9.241,17.437,2.635,9.516,53.933,12.204,30.942,14.392,81.232,55.089,88.595,46.267,48.108,15.450,27.350,42.093,104.935,124.526,193.215,91.039,318.460,158.505,537.920
2019,Grodno,-4.541,0.841,3.550,8.859,12.896,20.866,17.233,18.289,12.972,9.695,4.763,1.964,1.785,8.221,18.775,9.149,16.648,2.721,8.954,45.041,16.287,43.570,6.413,70.985,36.653,62.767,79.072,54.467,32.864,39.085,41.325,119.463,111.898,174.281,126.485,291.537,195.333,553.082
2019,Minsk,-5.103,0.057,3.181,8.614,13.178,20.727,16.777,17.597,12.519,9.289,4.159,1.697,1.412,8.164,18.342,8.650,16.384,2.336,8.577,46.898,16.706,38.619,5.135,82.085,44.382,97.183,87.008,53.560,35.650,53.147,53.741,127.131,112.017,228.713,139.681,348.806,208.362,569.021
2019,Mogilev,-5.847,-0.774,2.671,8.618,13.828,20.786,16.520,16.867,12.447,9.250,3.240,1.514,1.040,8.219,18.029,8.281,16.352,1.982,8.280,53.522,13.963,32.819,4.274,70.576,52.858,88.333,76.527,49.117,28.853,37.860,41.390,118.916,100.712,220.505,114.826,328.894,197.781,552.759
2019,Vitebsk,-5.755,-0.299,2.410,7.772,13.541,19.988,15.992,16.441,11.655,8.977,3.644,1.721,1.382,7.860,17.449,8.085,15.517,2.100,8.033,51.536,22.523,37.780,1.973,75.627,38.518,133.028,94.092,60.234,49.720,67.437,70.226,144.577,115.851,265.636,164.474,398.203,240.525,590.207
2020,Brest,1.265,2.346,3.994,7.685,11.467,19.494,18.983,19.550,15.166,10.859,4.656,0.269,,7.717,19.337,10.227,16.907,,9.634,24.766,34.552,22.288,14.677,70.401,106.433,59.062,57.788,46.331,43.430,28.145,31.436,,107.331,229.092,116.564,340.812,,538.777
2020,Gomel,0.711,1.751,4.479,7.735,11.535,20.869,19.357,19.382,15.838,11.111,3.625,-0.849,,7.574,19.818,10.817,17.423,,9.646,30.042,35.343,26.684,9.595,96.400,81.205,78.141,57.754,27.706,75.753,24.917,36.208,,132.118,206.804,129.473,309.092,,534.286
2020,Grodno,1.470,1.929,3.491,6.933,10.733,19.113,18.186,18.965,14.818,10.366,4.304,-0.319,,7.054,18.751,9.833,16.355,,9.181,39.226,39.033,36.611,9.056,72.868,93.870,40.012,57.771,23.375,43.784,36.729,28.263,,118.189,190.200,104.311,287.357,,516.149
2020,Minsk,1.047,1.504,3.300,6.440,10.694,19.404,17.959,18.357,14.473,10.536,3.653,-0.986,,6.816,18.564,9.561,16.169,,8.884,36.436,38.654,28.683,13.796,59.729,107.200,82.720,57.780,36.638,49.641,39.861,38.934,,102.190,246.975,125.646,340.389,,591.613
2020,Mogilev,0.611,1.000,3.533,6.213,10.831,19.748,18.153,18.042,14.456,10.156,2.983,-1.590,,6.871,18.637,9.201,16.235,,8.696,38.037,39.789,41.256,14.295,86.433,101.728,87.168,57.785,45.168,77.397,34.803,36.467,,142.182,248.549,157.230,383.024,,663.547
2020,Vitebsk,1.301,1.176,2.811,5.761,10.505,19.142,17.191,17.261,13.803,9.985,3.264,-1.178,,6.362,17.850,9.466,15.570,,8.504,38.954,43.739,34.636,19.110,59.024,129.871,86.297,57.793,49.488,55.702,53.005,41.572,,113.382,278.928,149.350,385.838,,670.336
