year,region,tair_Jan,tair_Feb,tair_Mar,tair_Apr,tair_May,tair_Jun,tair_Jul,tair_Aug,tair_Sep,tair_Oct,tair_Nov,tair_Dec,tair_winter,tair_spring,tair_summer,tair_fall,tair_warm,tair_cold,tair_annual,prec_Jan,prec_Feb,prec_Mar,prec_Apr,prec_May,prec_Jun,prec_Jul,prec_Aug,prec_Sep,prec_Oct,prec_Nov,prec_Dec,prec_winter,prec_spring,prec_summer,prec_fall,prec_warm,prec_cold,prec_annual
2004,Minsk,-7.007,-4.281,1.064,6.786,10.907,14.808,17.669,18.315,12.374,7.743,0.535,-0.228,-2.614,6.246,16.954,6.894,14.831,-2.261,6.594,75.364,75.808,39.737,49.787,35.547,71.319,80.815,105.389,42.562,66.395,48.161,40.282,114.964,125.438,256.370,157.386,336.199,224.065,733.198
2004,Mogilev,-6.509,-5.290,0.752,6.336,11.210,14.902,18.052,18.416,12.343,7.272,-0.572,-1.006,-3.498,6.097,17.146,6.357,15.001,-3.201,6.365,80.391,69.549,44.358,48.066,29.527,53.076,69.448,78.695,31.442,43.427,53.281,45.154,113.924,122.725,199.682,127.843,264.451,221.977,642.482
2004,Vitebsk,-7.605,-5.439,0.226,6.312,10.644,14.443,17.604,17.784,12.236,6.829,-0.282,-0.542,-3.240,5.721,16.633,6.267,14.557,-3.072,6.054,84.305,68.947,39.646,15.524,27.762,81.293,69.595,91.551,53.857,75.125,45.951,58.386,120.782,82.175,240.601,175.091,322.839,218.944,711.403
2005,Brest,-0.595,-5.147,-1.956,8.731,13.140,16.039,19.723,17.293,14.404,8.210,1.784,-1.694,-5.464,6.618,17.701,8.133,16.130,-3.392,7.560,38.855,36.829,50.892,21.395,107.956,39.605,59.470,90.788,8.970,17.043,37.331,71.734,113.964,174.982,190.738,63.253,306.878,189.445,577.313
2005,Gomel,-1.387,-6.318,-3.240,9.053,14.705,16.176,19.822,18.295,14.321,7.814,1.389,-2.040,-5.941,6.817,18.116,7.841,16.680,-3.746,7.455,44.698,50.543,51.040,32.760,73.855,66.418,80.655,69.242,3.520,51.502,37.851,55.418,108.241,164.984,218.659,92.803,295.928,223.396,627.363
2005,Grodno,-0.716,-5.689,-3.149,7.842,12.467,15.248,19.105,16.731,14.194,7.782,1.780,-2.236,-5.880,5.698,17.046,7.917,15.559,-3.818,7.015,45.284,30.564,50.947,18.011,130.845,73.765,57.701,138.984,25.630,27.913,46.418,67.571,111.343,197.057,269.698,100.010,426.601,190.093,705.327
2005,Minsk,-1.373,-6.633,-3.944,7.694,12.755,15.418,19.161,17.190,14.035,7.381,1.184,-2.769,-6.392,5.478,17.276,7.532,15.725,-4.284,6.753,39.914,33.355,51.031,29.880,123.682,61.099,56.964,133.102,20.155,29.022,43.240,52.012,87.326,213.441,250.815,92.430,394.773,173.858,679.623
2005,Mogilev,-2.076,-7.801,-4.887,7.825,13.666,15.261,18.946,17.503,13.620,6.915,0.997,-3.021,-7.067,5.512,17.256,7.175,15.815,-4.780,6.490,38.949,31.801,50.973,46.158,93.005,97.605,73.792,74.504,8.592,40.333,42.763,47.535,89.409,197.216,248.048,91.615,349.895,191.706,651.962
2005,Vitebsk,-1.730,-7.868,-5.290,6.924,12.422,15.074,18.720,16.848,13.461,6.815,1.148,-3.436,-7.161,4.663,16.899,7.138,15.317,-4.859,6.167,42.659,21.130,50.993,31.778,146.278,79.547,53.768,85.450,27.438,26.432,49.905,42.945,73.806,230.113,218.389,103.814,391.473,163.171,660.865
2006,Brest,-8.273,-6.521,-2.383,8.519,13.300,16.852,20.899,17.994,14.435,9.177,4.091,2.681,0.089,6.459,18.598,9.234,16.708,2.061,7.635,8.645,33.679,38.029,27.128,64.203,46.598,61.867,202.519,31.780,25.046,31.224,24.486,139.587,127.357,310.230,88.046,408.385,197.800,599.958
2006,Gomel,-7.914,-8.055,-2.336,8.280,13.234,17.445,20.079,18.455,14.142,8.344,2.689,2.172,-1.068,6.374,18.671,8.391,16.681,1.048,7.290,12.906,38.848,77.266,37.326,72.999,81.646,71.716,130.383,45.832,44.429,23.826,11.629,122.186,187.535,286.510,114.083,404.589,164.958,642.559
2006,Grodno,-8.186,-7.355,-3.246,7.044,12.673,16.473,20.788,17.536,14.258,9.090,3.605,3.038,-0.659,5.474,18.284,8.985,16.358,1.436,7.222,7.625,34.770,32.207,35.048,68.490,50.628,45.381,201.199,53.949,41.842,39.792,27.761,161.888,135.419,293.452,135.583,423.332,230.603,634.692
2006,Minsk,-8.202,-8.403,-3.452,7.044,12.388,16.837,20.086,17.632,13.597,8.318,2.802,2.635,-1.445,5.308,18.200,8.240,16.120,0.749,6.863,6.833,29.010,43.465,36.095,73.475,52.590,60.816,207.527,46.653,38.772,32.829,18.980,140.219,154.523,310.262,118.252,442.860,201.675,645.157
2006,Mogilev,-8.509,-9.927,-3.729,6.836,12.306,17.077,19.171,17.625,13.318,7.771,1.870,1.997,-2.247,5.120,17.967,7.654,15.908,0.051,6.406,9.977,32.321,59.615,38.642,68.668,60.722,69.018,160.084,38.868,41.625,23.601,17.693,129.584,164.239,296.283,104.086,403.472,175.068,633.484
2006,Vitebsk,-8.319,-9.981,-3.988,5.957,11.771,16.540,19.264,17.106,13.267,8.139,2.228,2.727,-2.442,4.566,17.648,7.881,15.598,-0.063,6.317,7.015,24.036,39.574,41.894,74.302,41.349,59.094,215.740,63.695,60.271,51.145,24.125,150.024,157.101,303.345,175.118,444.422,232.230,691.417
2007,Brest,1.759,-4.590,5.833,7.680,15.318,18.624,18.753,19.179,13.091,7.706,0.369,-0.848,-0.336,9.629,18.854,7.062,17.006,0.496,8.657,76.197,39.350,26.881,23.817,64.029,61.283,193.735,49.136,29.090,26.040,31.747,14.798,100.969,114.568,304.235,86.877,397.615,186.215,635.639
2007,Gomel,0.842,-6.714,5.621,6.992,16.370,19.186,18.954,20.040,13.244,7.822,0.059,-1.073,-1.334,9.687,19.396,7.049,17.574,-0.125,8.543,66.565,43.371,19.034,24.837,56.128,50.002,168.448,32.223,48.030,42.228,65.225,24.495,99.584,99.997,250.753,155.483,355.222,221.990,642.563
2007,Grodno,1.059,-6.619,5.428,7.015,14.298,17.998,17.561,18.804,12.767,7.322,-0.006,-0.688,-0.448,8.933,18.122,6.701,16.297,0.170,8.008,90.615,43.423,28.581,23.567,69.537,66.727,173.620,30.264,26.002,57.514,43.783,19.315,111.367,121.603,271.116,127.299,366.468,224.566,669.529
2007,Minsk,0.356,-7.961,5.132,6.360,14.606,18.305,17.608,19.485,12.695,6.963,-0.245,-1.001,-1.039,8.725,18.468,6.477,16.554,-0.247,7.804,76.433,46.026,28.557,20.710,62.769,58.954,121.177,24.292,20.792,57.608,49.390,20.321,98.817,111.905,204.670,127.791,288.460,214.865,595.000
2007,Mogilev,-0.220,-9.140,4.974,5.967,15.096,18.132,17.529,19.320,12.251,7.087,-0.829,-1.422,-1.939,8.707,18.329,6.179,16.481,-0.848,7.506,69.678,42.881,21.857,20.228,54.113,79.391,132.680,31.525,33.505,66.977,63.571,25.925,94.126,96.407,244.371,164.053,330.839,221.633,647.655
2007,Vitebsk,-0.391,-10.380,4.637,5.960,13.759,17.497,16.710,18.853,11.784,6.614,-0.790,-1.070,-1.333,8.140,17.688,5.877,15.734,-0.683,7.047,81.489,43.900,31.100,24.564,77.427,55.683,112.711,34.080,23.804,79.276,71.344,21.314,95.598,133.364,202.548,174.425,305.160,250.317,656.671
2008,Brest,-1.517,1.460,3.069,9.295,12.583,17.084,18.395,18.590,12.372,9.216,3.367,0.150,-1.813,8.306,18.032,8.327,15.817,-0.110,8.689,60.542,26.211,53.357,68.600,80.711,39.567,108.709,66.415,75.975,48.646,37.577,25.812,91.834,202.170,213.169,161.512,371.994,189.615,689.553
2008,Gomel,-3.097,0.261,3.255,9.798,13.231,17.096,19.358,19.296,12.640,9.651,2.252,-1.027,-2.688,8.752,18.598,8.195,16.341,-0.908,8.581,47.025,28.114,57.466,81.563,70.672,42.048,102.240,62.090,75.388,40.497,36.444,43.454,127.965,209.914,206.831,153.040,352.616,211.215,687.632
2008,Grodno,-1.694,1.136,2.155,8.963,11.683,16.229,17.743,17.798,11.766,8.541,2.761,-0.280,-2.508,7.587,17.267,7.698,15.057,-0.826,8.083,54.241,40.509,66.783,58.182,85.990,37.410,93.933,70.532,57.374,56.042,39.838,33.308,109.674,208.206,201.503,153.078,342.638,197.939,693.409
2008,Minsk,-2.508,0.491,2.078,9.071,11.664,16.157,17.980,18.045,11.819,8.534,2.001,-0.817,-2.942,7.588,17.407,7.463,15.148,-1.303,7.896,42.397,36.250,66.384,70.315,94.769,36.707,99.938,77.097,56.019,56.188,37.297,25.476,114.095,232.546,218.154,149.526,369.229,191.230,702.686
2008,Mogilev,-3.655,-0.546,2.180,9.221,11.960,15.899,18.509,18.431,11.914,8.829,1.355,-1.815,-3.505,7.772,17.631,7.381,15.361,-1.830,7.713,31.131,35.659,64.172,76.179,96.741,45.317,71.070,73.712,43.486,42.338,37.821,40.184,130.563,236.003,190.892,125.890,333.271,211.621,659.494
2008,Vitebsk,-2.908,0.063,1.332,8.724,10.647,15.459,17.631,17.592,11.090,8.196,1.639,-1.272,-3.244,6.882,16.908,6.987,14.498,-1.698,7.367,34.140,39.729,83.330,71.968,84.770,33.353,98.883,80.184,47.565,67.562,38.760,26.918,126.973,236.546,210.854,153.698,343.196,206.115,705.756
2009,Brest,-3.718,-1.878,1.474,9.665,12.966,16.521,19.320,17.294,14.344,6.558,4.005,-2.899,-5.615,8.020,17.723,8.285,16.097,-2.122,7.843,34.212,31.815,60.118,15.461,70.542,145.965,92.535,46.358,38.662,89.819,56.277,66.205,139.453,145.911,284.491,184.713,392.952,213.753,747.506
2009,Gomel,-4.212,-2.841,1.206,9.076,13.299,17.872,19.639,16.801,14.725,7.097,4.118,-3.803,-6.423,7.848,18.107,8.631,16.470,-2.975,7.790,43.078,41.575,46.787,5.199,84.106,126.791,152.204,43.921,26.030,103.614,62.864,73.398,156.114,136.212,321.291,191.848,430.304,233.603,807.410
2009,Grodno,-4.144,-3.160,0.591,8.977,12.455,15.331,18.439,16.614,13.943,5.454,3.365,-3.327,-6.177,7.324,16.810,7.566,15.365,-2.829,7.089,40.684,35.319,48.369,11.822,66.453,135.715,109.416,45.825,56.878,101.068,65.162,67.451,141.709,127.054,289.093,223.346,410.581,238.313,779.508
2009,Minsk,-4.273,-3.822,0.260,8.463,12.424,15.896,18.454,16.308,13.741,5.640,3.539,-3.909,-6.751,7.033,16.897,7.618,15.372,-3.343,6.943,45.795,42.683,39.738,9.398,72.303,153.087,111.828,40.939,54.319,111.356,57.779,70.130,146.578,121.127,303.527,223.602,431.730,235.418,812.530
2009,Mogilev,-4.792,-3.953,-0.046,7.652,12.611,16.437,18.530,15.922,13.787,6.187,3.569,-4.557,-7.521,6.729,16.969,7.830,15.462,-4.026,6.826,45.979,44.850,43.395,9.225,91.091,134.564,145.115,52.002,34.515,115.491,74.938,69.970,153.814,143.832,327.974,224.535,454.853,248.492,863.257
2009,Vitebsk,-4.001,-4.582,-0.436,7.296,12.039,15.307,17.702,15.575,13.263,5.007,3.361,-4.547,-7.689,6.289,16.204,7.188,14.783,-4.185,6.380,53.953,45.914,40.288,15.307,59.257,122.478,104.220,44.220,70.103,143.922,70.985,69.877,157.918,115.371,269.402,285.721,397.586,271.027,836.928
2010,Brest,-9.981,-3.807,2.105,8.876,15.147,18.419,22.219,20.409,12.162,4.995,5.284,-6.032,-4.758,8.708,20.368,7.456,17.699,-1.601,7.530,36.917,34.229,18.022,29.720,98.300,94.131,85.622,82.589,92.933,19.615,83.225,50.199,123.109,145.901,268.991,195.042,461.691,222.928,732.104
2010,Gomel,-11.161,-4.103,0.182,9.302,16.464,20.081,23.449,22.175,12.877,5.046,5.714,-6.187,-5.632,8.643,21.919,7.851,19.039,-2.288,7.867,28.052,53.696,14.624,18.644,79.936,66.844,78.548,51.711,62.766,26.313,101.123,69.424,135.330,112.766,199.115,189.453,341.108,249.645,654.136
2010,Grodno,-10.703,-4.332,0.901,8.074,14.183,17.329,21.753,19.931,11.583,4.425,4.159,-7.287,-5.888,7.715,19.695,6.698,16.986,-2.682,6.716,28.152,45.216,31.442,43.923,88.724,91.978,104.321,100.532,88.940,28.998,75.672,50.036,130.171,165.009,303.890,192.277,483.305,221.379,785.935
2010,Minsk,-11.370,-4.782,-0.111,8.359,14.700,18.286,22.437,20.548,11.833,4.278,4.332,-7.327,-6.322,7.642,20.447,6.786,17.594,-3.017,6.817,28.350,46.970,31.062,26.746,98.290,105.647,85.920,104.295,70.902,24.740,70.364,57.773,130.120,155.404,304.340,168.720,472.604,211.635,756.965
2010,Mogilev,-12.657,-5.127,-1.224,8.613,15.580,19.123,23.206,21.408,12.008,4.148,4.467,-7.349,-7.075,7.646,21.268,6.846,18.299,-3.652,6.900,25.560,60.754,19.740,25.795,80.694,62.244,62.782,73.892,67.485,31.909,86.337,69.572,137.195,125.897,188.366,186.766,336.454,230.034,659.550
2010,Vitebsk,-12.755,-5.573,-1.310,7.625,14.582,17.854,22.740,20.354,11.435,4.151,3.350,-7.668,-7.328,6.959,20.341,6.290,17.427,-3.967,6.283,19.025,68.363,42.124,37.645,81.505,88.931,63.064,107.764,85.053,34.537,66.376,76.795,173.347,161.148,254.817,185.929,422.369,250.413,766.248
2011,Brest,-2.557,-5.772,0.909,9.411,14.112,18.976,19.612,18.256,14.256,6.619,2.506,1.742,-3.579,8.132,18.948,7.782,17.048,-1.017,8.245,36.599,36.312,16.314,39.753,49.742,82.424,159.048,55.500,18.683,26.120,6.666,37.976,112.443,106.604,296.853,50.489,363.648,144.335,563.849
2011,Gomel,-3.391,-7.479,-0.317,9.034,14.654,19.582,20.989,18.169,13.558,6.373,2.125,1.457,-4.802,7.778,19.581,7.343,17.400,-2.190,7.978,32.027,33.879,12.771,26.326,62.803,108.192,146.102,61.048,29.456,20.050,7.675,53.961,167.415,102.531,315.603,57.488,403.746,215.424,591.802
2011,Grodno,-3.244,-7.257,0.009,8.860,13.227,18.374,19.290,17.582,13.755,6.477,2.622,1.306,-3.691,7.350,18.415,7.606,16.450,-1.256,7.664,42.843,37.293,15.580,35.711,63.362,74.090,138.134,62.544,42.109,31.506,20.237,50.171,148.073,113.965,275.223,95.276,383.012,206.299,610.633
2011,Minsk,-3.757,-8.052,-0.535,8.433,13.599,18.637,20.099,17.713,13.386,6.051,2.332,1.165,-4.315,7.152,18.818,7.243,16.696,-1.859,7.515,42.926,29.421,11.323,24.870,58.621,81.725,131.421,67.790,37.366,35.934,14.901,46.098,152.539,93.806,280.670,87.956,377.158,210.250,584.085
2011,Mogilev,-4.843,-9.233,-1.568,8.014,13.926,18.623,20.708,17.601,12.814,6.147,1.750,1.009,-5.501,6.778,18.981,6.896,16.747,-2.993,7.174,41.908,25.714,6.550,23.576,69.286,103.591,113.891,62.659,37.806,27.166,11.471,54.539,160.957,99.362,280.801,77.152,387.899,224.829,586.112
2011,Vitebsk,-4.579,-9.974,-1.283,7.504,13.192,18.219,20.595,17.362,12.908,6.265,2.225,1.085,-5.332,6.460,18.730,7.123,16.466,-2.772,7.056,63.907,32.646,10.913,24.030,55.953,55.878,92.362,95.106,42.825,42.845,21.464,57.986,164.966,90.730,243.356,106.694,345.051,241.665,592.288
2012,Brest,-3.346,-9.457,3.105,9.020,15.271,16.712,21.296,18.225,14.087,7.636,4.795,-4.817,-3.710,9.133,18.763,8.828,17.137,-1.892,7.758,48.798,26.356,25.226,59.694,39.467,122.424,53.936,107.919,29.922,58.293,35.128,55.019,148.922,122.744,281.556,122.422,354.644,233.052,656.725
2012,Gomel,-4.828,-11.417,1.307,9.537,16.195,17.230,21.504,18.404,14.020,8.062,4.064,-5.711,-4.522,9.008,19.064,8.709,17.492,-2.583,7.418,59.585,53.479,40.334,81.228,38.297,129.039,63.912,130.897,38.410,87.313,42.835,82.143,173.426,158.438,320.561,168.886,394.265,299.143,845.125
2012,Grodno,-3.753,-9.790,2.037,8.077,14.171,15.443,20.299,17.053,13.500,6.846,4.267,-5.090,-4.460,8.095,17.678,8.190,16.161,-2.717,7.106,62.037,35.664,37.989,67.009,54.759,109.916,56.483,98.429,36.570,71.184,67.125,51.722,143.926,162.603,264.054,175.387,356.677,247.933,751.210
2012,Minsk,-4.937,-10.969,1.121,8.140,14.504,15.747,20.614,17.321,13.364,6.960,3.717,-5.646,-5.064,7.919,18.016,8.002,16.415,-3.311,6.948,65.405,40.532,42.810,78.787,45.313,124.037,49.202,82.066,37.909,76.323,61.454,60.753,155.172,167.564,259.024,176.317,345.913,262.948,769.367
2012,Mogilev,-5.694,-12.227,-0.222,8.344,14.741,15.916,20.548,17.495,13.158,7.045,3.031,-6.480,-5.766,7.614,18.007,7.737,16.394,-3.911,6.361,57.992,49.035,52.402,84.856,55.107,139.871,41.029,98.512,53.923,87.659,47.675,55.115,126.575,195.386,280.684,187.928,386.524,237.786,825.925
2012,Vitebsk,-5.740,-11.711,-0.093,7.268,13.919,15.315,19.805,16.545,12.803,6.385,3.199,-6.049,-5.890,7.029,17.240,7.451,15.696,-4.131,6.021,63.472,42.850,55.235,72.917,40.195,114.578,57.139,72.986,56.144,88.337,82.624,50.066,131.320,167.036,247.348,228.149,342.870,251.162,798.208
2013,Brest,-5.240,-0.819,-3.087,7.946,16.533,18.890,18.821,18.563,12.132,9.265,5.314,0.819,-1.440,7.123,18.755,8.907,17.002,1.418,8.300,60.244,33.863,49.001,43.184,96.277,118.703,63.199,24.791,106.469,16.175,63.356,24.943,96.045,188.135,202.368,185.962,411.261,170.629,699.721
2013,Gomel,-6.381,-1.182,-3.388,8.532,17.746,20.302,19.236,18.500,12.052,8.597,5.435,-0.448,-2.331,7.621,19.335,8.694,17.581,0.956,8.287,46.005,45.191,82.882,31.371,58.970,87.923,57.485,38.571,79.673,33.115,71.241,26.849,96.045,172.202,185.522,184.158,322.704,179.490,660.667
2013,Grodno,-6.424,-1.604,-4.418,6.235,16.137,18.380,18.271,18.004,11.895,8.337,4.611,0.674,-2.085,5.982,18.217,8.282,16.555,0.757,7.550,51.182,41.007,36.882,48.398,86.547,82.414,79.917,42.954,96.620,24.679,70.569,33.632,96.045,172.168,206.796,191.551,386.915,204.426,692.295
2013,Minsk,-7.338,-1.900,-5.023,6.647,16.545,19.054,18.340,17.883,11.813,7.981,4.511,-0.010,-2.740,6.050,18.419,8.100,16.744,0.321,7.418,48.207,46.113,46.322,34.362,87.434,82.460,72.199,38.938,56.048,26.993,91.970,30.782,96.045,169.537,196.788,175.278,338.749,208.580,663.848
2013,Mogilev,-8.240,-2.252,-5.242,7.062,17.012,19.450,18.281,17.878,11.390,7.484,4.491,-0.921,-3.520,6.269,18.527,7.785,16.819,-0.258,7.238,34.206,37.366,63.536,35.637,69.536,60.146,81.849,45.790,73.372,30.535,86.762,29.115,96.045,166.316,189.856,190.631,328.916,209.775,649.468
2013,Vitebsk,-8.559,-2.779,-6.124,5.661,16.435,18.972,18.212,17.384,11.235,7.477,4.024,-0.076,-2.304,5.321,18.181,7.578,16.464,0.336,6.863,36.712,44.467,37.218,40.312,82.816,51.487,99.418,56.778,57.360,33.297,98.394,35.002,96.045,161.776,206.420,188.958,348.220,216.113,673.665
2014,Brest,-5.184,0.098,5.936,9.727,14.556,16.083,21.111,18.699,13.330,7.624,2.345,-1.077,-0.373,10.077,18.670,7.764,16.789,1.192,8.653,46.819,14.058,21.747,26.672,110.212,58.494,55.467,96.249,35.328,9.561,27.279,45.500,103.117,158.215,210.541,72.768,354.825,156.847,544.556
2014,Gomel,-6.585,-0.903,5.837,9.665,16.055,16.881,21.197,19.646,13.398,6.280,1.129,-2.799,-1.659,10.527,19.274,6.930,17.468,0.134,8.366,48.492,20.277,16.812,23.222,120.072,69.575,72.551,69.531,25.346,10.416,5.084,46.091,112.723,159.440,215.805,39.238,364.325,151.785,535.019
2014,Grodno,-6.335,-0.438,5.287,8.842,13.670,14.949,20.404,17.893,12.876,7.013,1.765,-1.645,-0.963,9.271,17.774,7.216,15.981,0.638,7.902,47.638,25.902,25.744,33.107,96.869,54.744,61.961,106.795,34.423,18.337,19.731,54.467,119.128,156.073,224.934,72.970,356.153,165.899,584.538
2014,Minsk,-7.296,-0.898,5.125,8.701,14.530,15.655,20.616,18.581,12.707,6.076,1.050,-2.551,-1.614,9.460,18.323,6.605,16.453,0.056,7.745,46.291,24.289,20.726,31.619,103.874,68.143,58.726,115.105,30.921,15.715,10.989,48.495,124.906,156.247,242.204,57.667,375.625,160.216,573.082
2014,Mogilev,-8.101,-1.470,4.584,8.371,15.254,15.787,20.383,18.842,12.554,5.146,0.331,-3.446,-2.352,9.414,18.360,6.001,16.592,-0.587,7.401,47.491,28.255,19.581,31.089,100.923,61.258,60.519,70.122,28.985,10.912,5.308,45.117,121.659,151.747,191.850,44.927,321.124,159.465,509.848
2014,Vitebsk,-8.069,-0.950,3.962,7.450,14.302,15.026,20.114,17.976,12.305,5.228,0.321,-3.024,-2.117,8.582,17.734,5.944,15.972,-0.505,7.096,43.522,37.343,29.849,37.313,73.441,89.581,58.204,111.853,26.381,41.043,10.801,56.106,139.301,141.878,252.868,76.753,355.146,174.183,611.940
2015,Brest,0.148,-0.173,4.633,7.808,13.260,17.684,19.411,21.250,14.997,6.196,4.304,2.498,0.376,8.574,19.467,8.477,17.333,1.731,9.386,42.770,12.861,25.903,29.872,78.835,27.311,60.755,7.378,91.169,28.912,64.108,46.147,141.408,134.523,95.304,183.766,260.766,254.972,514.153
2015,Gomel,-1.057,-1.075,4.398,7.960,14.299,19.135,19.631,20.751,15.677,5.495,3.519,1.297,-1.328,8.894,19.847,8.206,17.905,0.458,9.218,50.813,16.197,31.768,25.819,52.415,24.431,84.072,11.427,57.268,34.259,70.016,44.118,149.739,110.614,117.966,161.065,236.299,267.609,509.714
2015,Grodno,-0.668,-0.540,4.205,7.113,11.953,16.377,17.958,20.463,14.295,5.775,3.984,1.969,-0.972,7.764,18.284,7.995,16.219,0.617,8.625,49.552,15.306,25.222,43.586,87.681,30.754,68.751,11.526,75.500,25.990,78.427,55.682,148.452,156.118,109.784,179.336,267.960,276.162,557.555
2015,Minsk,-1.150,-1.090,3.944,7.002,12.531,17.252,18.191,20.208,14.253,5.133,3.431,1.282,-1.483,7.834,18.565,7.579,16.497,0.131,8.472,55.185,21.332,22.653,45.840,75.704,28.798,73.286,9.959,83.603,28.847,78.138,43.430,140.058,143.918,113.184,188.503,272.181,258.150,562.695
2015,Mogilev,-1.848,-1.702,3.652,6.984,13.091,17.514,18.433,19.589,14.541,4.556,2.778,0.943,-2.416,7.919,18.523,7.263,16.642,-0.628,8.266,60.219,19.052,33.148,32.568,55.111,22.275,72.885,11.883,63.757,23.394,72.949,31.697,134.578,121.103,113.833,160.493,228.617,257.531,502.667
2015,Vitebsk,-1.670,-1.612,3.388,6.614,11.984,16.480,17.407,18.811,13.323,4.347,2.910,1.531,-2.189,7.336,17.576,6.835,15.609,-0.581,7.842,61.090,26.244,27.342,51.100,63.540,15.855,74.042,11.133,92.633,13.469,81.808,33.749,136.363,141.965,105.657,186.767,259.942,256.307,550.384
2016,Brest,-5.144,2.194,3.078,9.240,15.072,19.124,19.772,18.653,14.374,6.078,1.401,-0.648,-2.703,9.164,19.184,7.410,17.428,-0.228,8.991,51.195,56.317,48.378,53.456,49.668,45.345,119.605,39.106,14.079,133.449,55.168,50.531,116.498,152.194,201.942,186.327,269.542,224.391,711.598
2016,Gomel,-6.895,1.050,2.655,10.119,15.052,19.411,20.914,19.372,14.038,5.517,0.237,-2.125,-3.550,9.317,19.904,6.629,17.798,-1.069,8.465,50.321,63.014,45.935,47.855,75.959,34.267,86.068,39.328,13.199,147.073,54.405,51.503,118.355,169.047,159.219,186.742,250.986,216.498,711.602
2016,Grodno,-6.505,1.481,1.998,7.779,14.905,18.123,18.508,17.578,13.647,5.338,0.701,-0.697,-2.792,8.251,18.070,6.574,16.572,-0.636,7.815,42.855,54.786,49.964,55.862,38.350,40.156,164.708,55.217,21.894,132.422,58.185,57.710,122.100,144.733,260.101,186.979,319.164,248.143,711.618
2016,Minsk,-7.584,0.838,1.599,8.180,14.876,18.501,19.303,18.079,13.435,4.916,-0.156,-1.688,-3.590,8.243,18.629,6.123,16.865,-1.342,7.778,52.951,51.927,40.430,54.470,38.319,48.149,142.305,67.106,28.820,137.026,56.637,51.671,118.542,134.983,260.025,186.864,323.456,234.124,711.606
2016,Mogilev,-8.229,0.239,1.330,8.788,14.730,18.216,19.784,18.314,12.790,4.781,-0.961,-2.608,-4.161,8.252,18.777,5.526,16.767,-1.870,7.261,51.732,50.218,52.068,48.617,63.807,44.956,112.837,38.943,24.656,97.708,56.041,45.130,113.908,160.057,198.243,186.453,286.204,204.051,711.593
2016,Vitebsk,-8.963,0.471,0.735,7.536,14.561,17.688,18.925,17.447,12.597,4.349,-1.049,-1.587,-3.690,7.616,18.023,5.315,16.259,-1.809,7.011,59.299,47.812,38.245,58.649,42.806,54.079,148.806,61.661,39.025,94.050,59.056,52.497,121.130,141.743,265.783,186.596,345.372,242.493,711.611
2017,Brest,-4.993,-2.451,5.405,7.058,13.781,17.543,18.238,19.459,13.904,8.150,3.413,1.545,-1.486,8.765,18.455,8.485,16.576,-0.460,8.412,27.070,36.316,54.346,62.084,34.783,74.919,117.035,40.830,75.957,91.547,37.570,54.326,108.753,151.054,230.284,207.696,342.930,175.185,707.487
2017,Gomel,-5.296,-3.202,4.899,7.845,13.270,17.545,18.155,20.013,14.617,7.163,2.726,0.778,-2.499,8.667,18.584,8.159,16.721,-1.410,8.270,39.436,29.955,45.754,39.925,44.579,42.022,101.131,65.875,49.654,94.837,53.058,89.366,174.706,136.249,211.130,200.699,308.364,288.992,697.517
2017,Grodno,-5.054,-2.606,4.336,6.088,12.919,16.013,17.120,18.145,13.369,7.259,3.229,0.864,-2.203,7.799,17.102,7.945,15.523,-1.058,7.700,34.880,35.610,62.541,70.768,27.331,85.373,117.859,71.354,91.842,100.747,43.165,56.612,119.190,158.159,273.310,234.410,393.278,185.415,798.678
2017,Minsk,-5.802,-3.245,4.035,5.916,12.668,16.071,17.348,18.608,13.666,6.715,2.781,0.424,-2.742,7.559,17.366,7.711,15.644,-1.611,7.405,39.373,26.577,59.354,67.020,28.271,64.979,121.580,86.986,85.533,98.472,52.404,66.156,138.498,152.555,269.360,233.390,378.403,229.236,789.052
2017,Mogilev,-6.174,-3.652,3.908,6.204,12.231,16.106,17.448,18.951,13.775,6.235,1.933,0.041,-3.299,7.461,17.516,7.303,15.713,-2.352,7.314,40.619,23.463,37.544,54.319,39.318,54.428,95.977,73.704,69.141,102.021,63.312,82.317,166.551,131.361,221.856,229.543,330.673,275.028,736.121
2017,Vitebsk,-5.958,-3.509,2.931,4.924,11.545,14.920,16.680,17.702,13.021,5.879,2.059,0.002,-3.456,6.620,16.492,6.962,14.784,-2.308,6.936,45.678,31.701,56.461,71.466,31.233,72.754,125.356,102.358,70.148,95.620,52.030,71.576,154.056,154.753,297.850,216.143,402.472,232.752,810.326
2018,Brest,-1.728,-4.538,-1.233,12.306,17.285,18.654,20.050,20.287,15.285,8.930,2.248,-0.650,-1.119,9.380,19.673,8.822,18.328,0.689,8.975,31.769,22.658,29.230,33.922,26.069,33.788,121.913,44.721,49.431,39.735,17.404,73.533,118.258,94.328,199.626,106.620,277.567,170.621,526.672
2018,Gomel,-2.888,-5.288,-2.631,11.344,17.820,18.520,19.840,20.297,15.786,8.572,0.124,-2.017,-2.462,8.738,19.561,8.165,18.466,-0.749,8.451,40.728,44.612,61.013,18.975,25.731,75.559,146.607,38.625,39.794,26.027,14.803,56.400,120.674,100.520,263.703,80.624,336.075,167.288,598.717
